text,risk_label,intent_label,tags,language,source
Yangi aksiya! 1 000 000 so'm yutib oling: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Sovrin yutdingiz! http://prize-win.top orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sovrin yutdingiz! http://lucky-draw.net orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Balansingiz: 369354 so'm. To'lov muvaffaqiyatli.,SAFE,INFO,transaction_notice,uz,aug
Hujjatni yuklab oling va oching: video.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Karta ma'lumotlarini kiriting: http://secure-login.xyz,DANGEROUS,REQUEST,phishing,uz,aug
Xizmat haqi: 287399 so'm. Click xizmati.,SAFE,INFO,transaction_notice,uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Sovrin yutdingiz! http://prize-win.top orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sovrin yutdingiz! http://prize-win.top orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
Rasmni ko'ring: scan.jpg.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Karta ma'lumotlarini kiriting: http://unblock-card.io,DANGEROUS,REQUEST,phishing,uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Xavfsizlik yuzasidan kodni maxfiy tuting. Bank xodimlariga ham bermang.,SAFE,WARNING,otp_warning,uz,aug
"Kodni hoziroq yozib yuboring, pul o'tkazish kerak",DANGEROUS,REQUEST,phishing,uz,aug
Xavfsizlik yuzasidan kodni maxfiy tuting. Bank xodimlariga ham bermang.,SAFE,WARNING,otp_warning,uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Rasmni ko'ring: document.jpg.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://secure-login.xyz,DANGEROUS,REQUEST,phishing,uz,aug
Muvaffaqiyatli to'lov! Miqdor: 203852 so'm. Click,SAFE,INFO,transaction_notice,uz,aug
Sizning kodingiz: 976629,SAFE,INFO,otp,uz,aug
Sizga 170768 so'm bonus berildi! Olish uchun: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Hisobingizga 228702 so'm kelib tushdi. Manba: Click,SAFE,INFO,transaction_notice,uz,aug
Muvaffaqiyatli to'lov! Miqdor: 397242 so'm. Terminal,SAFE,INFO,transaction_notice,uz,aug
"Bu kodni hech kimga bermang, xodimlarimiz uni so'ramaydi. Kod: 341061",SAFE,WARNING,otp_warning,uz,aug
SMS kodingizni begonalarga bermang. Xavfsizlik xizmati.,SAFE,WARNING,otp_warning,uz,aug
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://bank-verify.click,DANGEROUS,REQUEST,phishing,uz,aug
Xavfsizlik yuzasidan kodni maxfiy tuting. Bank xodimlariga ham bermang.,SAFE,WARNING,otp_warning,uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Hujjatni yuklab oling va oching: update.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Karta ma'lumotlarini kiriting: http://bank-verify.click,DANGEROUS,REQUEST,phishing,uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://pay-check.top,DANGEROUS,REQUEST,phishing,uz,aug
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://secure-login.xyz,DANGEROUS,REQUEST,phishing,uz,aug
Tabriklaymiz! Siz iPhone yutib oldingiz. Batafsil: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Karta ma'lumotlarini kiriting: http://unblock-card.io,DANGEROUS,REQUEST,phishing,uz,aug
Karta ma'lumotlarini kiriting: http://pay-check.top,DANGEROUS,REQUEST,phishing,uz,aug
Xizmat haqi: 177460 so'm. Uzcard xizmati.,SAFE,INFO,transaction_notice,uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://bonusuz.click,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Xizmat haqi: 425832 so'm. Ipak Yo'li xizmati.,SAFE,INFO,transaction_notice,uz,aug
Muvaffaqiyatli to'lov! Miqdor: 233273 so'm. Click,SAFE,INFO,transaction_notice,uz,aug
"Bu kodni hech kimga bermang, xodimlarimiz uni so'ramaydi. Kod: 804438",SAFE,WARNING,otp_warning,uz,aug
Muvaffaqiyatli to'lov! Miqdor: 176275 so'm. Uzum,SAFE,INFO,transaction_notice,uz,aug
Muvaffaqiyatli to'lov! Miqdor: 294102 so'm. Uzum,SAFE,INFO,transaction_notice,uz,aug
Sizga 207494 so'm bonus berildi! Olish uchun: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizning kodingiz: 927917,SAFE,INFO,otp,uz,aug
Xizmat haqi: 430389 so'm. Payme xizmati.,SAFE,INFO,transaction_notice,uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
O'tkazma qabul qilindi: 74461 so'm. Humo/Uzcard,SAFE,INFO,transaction_notice,uz,aug
Xavfsizlik yuzasidan kodni maxfiy tuting. Bank xodimlariga ham bermang.,SAFE,WARNING,otp_warning,uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://bank-verify.click,DANGEROUS,REQUEST,phishing,uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://bonusuz.click,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Diqqat! Kodni faqat bank ilovasiga kiriting. Uni begonalarga ishonib topshirmang.,SAFE,WARNING,otp_warning,uz,aug
Tabriklaymiz! Siz iPhone yutib oldingiz. Batafsil: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://bonusuz.click,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Bu kodni hech kimga bermang, xodimlarimiz uni so'ramaydi. Kod: 371951",SAFE,WARNING,otp_warning,uz,aug
Karta ma'lumotlarini kiriting: http://secure-login.xyz,DANGEROUS,REQUEST,phishing,uz,aug
Karta ma'lumotlarini kiriting: http://secure-login.xyz,DANGEROUS,REQUEST,phishing,uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://bonusuz.click,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Hisobingizga 301947 so'm kelib tushdi. Manba: Terminal,SAFE,INFO,transaction_notice,uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Sizga 864537 so'm bonus berildi! Olish uchun: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
"Kodni hoziroq yozib yuboring, pul o'tkazish kerak",DANGEROUS,REQUEST,phishing,uz,aug
"Kodni hoziroq yozib yuboring, pul o'tkazish kerak",DANGEROUS,REQUEST,phishing,uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://pay-check.top,DANGEROUS,REQUEST,phishing,uz,aug
Sovrin yutdingiz! http://prize-win.top orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Tasdiqlash kodi: 685035,SAFE,INFO,otp,uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
Rasmni ko'ring: invoice.jpg.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
"Bu kodni hech kimga bermang, xodimlarimiz uni so'ramaydi. Kod: 239140",SAFE,WARNING,otp_warning,uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Rasmni ko'ring: invoice.jpg.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Xizmat haqi: 288499 so'm. Humo xizmati.,SAFE,INFO,transaction_notice,uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Rasmni ko'ring: document.jpg.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Tasdiqlash kodi: 559636,SAFE,INFO,otp,uz,aug
SMS kodingizni begonalarga bermang. Xavfsizlik xizmati.,SAFE,WARNING,otp_warning,uz,aug
Sizning kodingiz: 648453,SAFE,INFO,otp,uz,aug
Sovrin yutdingiz! http://promo-gift.ml orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Hisobingizga 49440 so'm kelib tushdi. Manba: Uzum,SAFE,INFO,transaction_notice,uz,aug
Sizning kodingiz: 115909,SAFE,INFO,otp,uz,aug
Sizga 16008 so'm bonus berildi! Olish uchun: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
Rasmni ko'ring: scan.jpg.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Karta ma'lumotlarini kiriting: http://unblock-card.io,DANGEROUS,REQUEST,phishing,uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Tasdiqlash kodi: 887863,SAFE,INFO,otp,uz,aug
Sovrin yutdingiz! http://promo-gift.ml orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Balansingiz: 493028 so'm. To'lov muvaffaqiyatli.,SAFE,INFO,transaction_notice,uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Karta ma'lumotlarini kiriting: http://pay-check.top,DANGEROUS,REQUEST,phishing,uz,aug
Muvaffaqiyatli to'lov! Miqdor: 226291 so'm. Uzum,SAFE,INFO,transaction_notice,uz,aug
Muvaffaqiyatli to'lov! Miqdor: 224207 so'm. Click,SAFE,INFO,transaction_notice,uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Xizmat haqi: 359283 so'm. Humo xizmati.,SAFE,INFO,transaction_notice,uz,aug
Sovrin yutdingiz! http://bonusuz.click orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Karta ma'lumotlarini kiriting: http://pay-check.top,DANGEROUS,REQUEST,phishing,uz,aug
Sizga 481919 so'm bonus berildi! Olish uchun: http://bonusuz.click,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
O'tkazma qabul qilindi: 437092 so'm. Humo/Uzcard,SAFE,INFO,transaction_notice,uz,aug
Muvaffaqiyatli to'lov! Miqdor: 497926 so'm. Uzum,SAFE,INFO,transaction_notice,uz,aug
"Bu kodni hech kimga bermang, xodimlarimiz uni so'ramaydi. Kod: 15190",SAFE,WARNING,otp_warning,uz,aug
Xizmat haqi: 469641 so'm. Uzcard xizmati.,SAFE,INFO,transaction_notice,uz,aug
SMS kodingizni begonalarga bermang. Xavfsizlik xizmati.,SAFE,WARNING,otp_warning,uz,aug
"Bu kodni hech kimga bermang, xodimlarimiz uni so'ramaydi. Kod: 546371",SAFE,WARNING,otp_warning,uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Kodingiz: 159116. Uni hech qachon begona shaxslarga aytmang!,SAFE,WARNING,otp_warning,uz,aug
O'tkazma qabul qilindi: 179942 so'm. Humo/Uzcard,SAFE,INFO,transaction_notice,uz,aug
Tasdiqlash kodi: 292294,SAFE,INFO,otp,uz,aug
Balansingiz: 61876 so'm. To'lov muvaffaqiyatli.,SAFE,INFO,transaction_notice,uz,aug
Hujjatni yuklab oling va oching: video.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Tabriklaymiz! Siz iPhone yutib oldingiz. Batafsil: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://bonusuz.click,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sovrin yutdingiz! http://bonusuz.click orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Hujjatni yuklab oling va oching: document.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Rasmni ko'ring: update.jpg.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Hisobingizga 159390 so'm kelib tushdi. Manba: Payme,SAFE,INFO,transaction_notice,uz,aug
Xizmat haqi: 330822 so'm. Click xizmati.,SAFE,INFO,transaction_notice,uz,aug
Balansingiz: 230103 so'm. To'lov muvaffaqiyatli.,SAFE,INFO,transaction_notice,uz,aug
Muvaffaqiyatli to'lov! Miqdor: 175789 so'm. Uzum,SAFE,INFO,transaction_notice,uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://bonusuz.click,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizga 737068 so'm bonus berildi! Olish uchun: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://bonusuz.click,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Muvaffaqiyatli to'lov! Miqdor: 477198 so'm. Payme,SAFE,INFO,transaction_notice,uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Balansingiz: 409335 so'm. To'lov muvaffaqiyatli.,SAFE,INFO,transaction_notice,uz,aug
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://secure-login.xyz,DANGEROUS,REQUEST,phishing,uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Rasmni ko'ring: document.jpg.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://bonusuz.click,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizga 634030 so'm bonus berildi! Olish uchun: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Bu kodni hech kimga bermang, xodimlarimiz uni so'ramaydi. Kod: 53469",SAFE,WARNING,otp_warning,uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Sovrin yutdingiz! http://bonusuz.click orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sovrin yutdingiz! http://bonusuz.click orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizga 236357 so'm bonus berildi! Olish uchun: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sovrin yutdingiz! http://prize-win.top orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizning hisobingiz xavf ostida! Kodni yuboring.,DANGEROUS,REQUEST,phishing,uz,aug
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://bank-verify.click,DANGEROUS,REQUEST,phishing,uz,aug
O'tkazma qabul qilindi: 286322 so'm. Humo/Uzcard,SAFE,INFO,transaction_notice,uz,aug
Sizga 693164 so'm bonus berildi! Olish uchun: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Xavfsizlik yuzasidan kodni maxfiy tuting. Bank xodimlariga ham bermang.,SAFE,WARNING,otp_warning,uz,aug
Rasmni ko'ring: scan.jpg.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
SMS kodingizni begonalarga bermang. Xavfsizlik xizmati.,SAFE,WARNING,otp_warning,uz,aug
Sizga 342417 so'm bonus berildi! Olish uchun: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Karta faollashtirildi. Kod: 500911,SAFE,INFO,transaction_notice,uz,aug
"Bu kodni hech kimga bermang, xodimlarimiz uni so'ramaydi. Kod: 289240",SAFE,WARNING,otp_warning,uz,aug
Xizmat haqi: 103592 so'm. Hamkorbank xizmati.,SAFE,INFO,transaction_notice,uz,aug
Sizning kodingiz: 556895,SAFE,INFO,otp,uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Tabriklaymiz! Siz iPhone yutib oldingiz. Batafsil: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
O'tkazma qabul qilindi: 465232 so'm. Humo/Uzcard,SAFE,INFO,transaction_notice,uz,aug
Kodingiz: 726487. Uni hech qachon begona shaxslarga aytmang!,SAFE,WARNING,otp_warning,uz,aug
Muvaffaqiyatli to'lov! Miqdor: 8332 so'm. Click,SAFE,INFO,transaction_notice,uz,aug
SMS kodingizni begonalarga bermang. Xavfsizlik xizmati.,SAFE,WARNING,otp_warning,uz,aug
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://pay-check.top,DANGEROUS,REQUEST,phishing,uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Sizga 832715 so'm bonus berildi! Olish uchun: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Hujjatni yuklab oling va oching: scan.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizning raqamingiz g'olib bo'ldi! Sovg'ani olish: http://bonusuz.click,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
"Tasdiqlash kodini menga yuboring, aks holda bloklanadi",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Sovrin yutdingiz! http://lucky-draw.net orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Karta ma'lumotlarini kiriting: http://secure-login.xyz,DANGEROUS,REQUEST,phishing,uz,aug
Tabriklaymiz! Siz iPhone yutib oldingiz. Batafsil: http://promo-gift.ml,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sovrin yutdingiz! http://lucky-draw.net orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Muvaffaqiyatli to'lov! Miqdor: 236332 so'm. Payme,SAFE,INFO,transaction_notice,uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Xizmat haqi: 155576 so'm. Humo xizmati.,SAFE,INFO,transaction_notice,uz,aug
Hisobingizga 359189 so'm kelib tushdi. Manba: Payme,SAFE,INFO,transaction_notice,uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
"Kodni hoziroq yozib yuboring, pul o'tkazish kerak",DANGEROUS,REQUEST,phishing,uz,aug
Muvaffaqiyatli to'lov! Miqdor: 449394 so'm. Uzum,SAFE,INFO,transaction_notice,uz,aug
Sovrin yutdingiz! http://lucky-draw.net orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Hujjatni yuklab oling va oching: invoice.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
Hujjatni yuklab oling va oching: update.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
To'lovni tasdiqlash uchun CVV kodni ayting.,DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
"Karta raqami va CVV kodini ayting, tizimni tekshiramiz",DANGEROUS,REQUEST,"otp_request,phishing",uz,aug
Kodingiz: 904150. Uni hech qachon begona shaxslarga aytmang!,SAFE,WARNING,otp_warning,uz,aug
Diqqat! Kodni faqat bank ilovasiga kiriting. Uni begonalarga ishonib topshirmang.,SAFE,WARNING,otp_warning,uz,aug
Sizning kodingiz: 59787,SAFE,INFO,otp,uz,aug
"Bu kodni hech kimga bermang, xodimlarimiz uni so'ramaydi. Kod: 704553",SAFE,WARNING,otp_warning,uz,aug
Karta ma'lumotlarini kiriting: http://unblock-card.io,DANGEROUS,REQUEST,phishing,uz,aug
"Kodni hoziroq yozib yuboring, pul o'tkazish kerak",DANGEROUS,REQUEST,phishing,uz,aug
Hisobingizga 383724 so'm kelib tushdi. Manba: Click,SAFE,INFO,transaction_notice,uz,aug
Rasmni ko'ring: photo.jpg.apk,DANGEROUS,REQUEST,"malware,dangerous_file",uz,aug
"Bu kodni hech kimga bermang, xodimlarimiz uni so'ramaydi. Kod: 318861",SAFE,WARNING,otp_warning,uz,aug
Sovrin yutdingiz! http://prize-win.top orqali profilingizni tasdiqlang,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Tabriklaymiz! Siz iPhone yutib oldingiz. Batafsil: http://bonusuz.click,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Sizga 839953 so'm bonus berildi! Olish uchun: http://prize-win.top,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Karta ma'lumotlarini kiriting: http://secure-login.xyz,DANGEROUS,REQUEST,phishing,uz,aug
Balansingiz: 339517 so'm. To'lov muvaffaqiyatli.,SAFE,INFO,transaction_notice,uz,aug
Yangi aksiya! 1 000 000 so'm yutib oling: http://lucky-draw.net,SUSPICIOUS,UNKNOWN,"prize_bait,link",uz,aug
Xizmat haqi: 424691 so'm. Hamkorbank xizmati.,SAFE,INFO,transaction_notice,uz,aug
Akkauntingiz bloklandi. Darhol loginni tasdiqlang: http://secure-login.xyz,DANGEROUS,REQUEST,phishing,uz,aug
