text,label,category,language,source
"Notice: i've been lucky lately with these new games, want to see...",SUSPICIOUS,GAMBLING,en,semantic_context_v1
Ogohlantirish: kripto savdo botimiz orqali zudlik bilan pul ishlash va boyib ketish bit.ly/uzb_link !,DANGEROUS,GAMBLING,uz,semantic_context_v1
"Hurmatli mijoz, biz muqaddas urush uchun askarlarni jalb qilmoqdamiz. yashirin guruhimizga qo'shiling http://scam.uz...",DANGEROUS,EXTREMISM,uz,semantic_context_v1
o'yin xatosi topildi! har safar yutish uchun ushbu strategiyani qo'llang t.me/yopiq_guruh...,DANGEROUS,GAMBLING,uz,semantic_context_v1
"birodarlar, kofirlarga qarshi kurashish va harakat qilish vaqti keldi! qo'zg'alish kerak [havola]... yozvor",DANGEROUS,EXTREMISM,uz,semantic_context_v1
urgent: we had a small group wager on the chess tournament but it was just for fun...,SAFE,GAMBLING,en,semantic_context_v1
Kripto savdo botimiz orqali zudlik bilan pul ishlash va boyib ketish [havola]! uka,DANGEROUS,GAMBLING,uz,semantic_context_v1
100% guaranteed profit on the next match. buy vip signals here http://crypto-double.com...,DANGEROUS,GAMBLING,en,semantic_context_v1
"Ты видел контент для взрослых, который они прислали в группу...",SUSPICIOUS,ADULT,ru,semantic_context_v1
"shu yangi o'yinlarda omadim keldi, sen ham ko'rasanmi",SUSPICIOUS,GAMBLING,uz,semantic_context_v1
Зарабатывайте деньги и станьте богатым мгновенно с нашим крипто-ботом [ссылка]!,DANGEROUS,GAMBLING,ru,semantic_context_v1
Ushbu hujjatli film katta yoshdagilar uchun mo'ljallangan qadimiy mavzularni muhokama qiladi! tezroq,SAFE,ADULT,uz,semantic_context_v1
Senzurasiz kattalar uchun videolar va bepul yalang'och rasmlar [havola]!!,DANGEROUS,ADULT,uz,semantic_context_v1
"Salom, o'sha tortishuvli domla haqidagi yangi talqinni o'qib chiqdingizmi?",SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
Ogohlantirish: diniy jamoa yetimlar uchun xayriya tadbirini uyushtirmoqda? iltimos,SAFE,EXTREMISM,uz,semantic_context_v1
"Yo, betting glitch found! use this strategy to win every time t.me/fake_channel!!",DANGEROUS,GAMBLING,en,semantic_context_v1
URGENT - i am attending islamic classes to study the quran better...,SAFE,EXTREMISM,en,semantic_context_v1
I think the group is becoming too radical with their beliefs !,SUSPICIOUS,EXTREMISM,en,semantic_context_v1
"Bugun 100 foiz to'lov kafolatlanadi! 50$ tikib, 2 soatda 500$ oling: t.me/yopiq_guruh !",DANGEROUS,GAMBLING,uz,semantic_context_v1
URGENT: investing in the long-term stock portfolio is a safe bet for retirement !,SAFE,GAMBLING,en,semantic_context_v1
"Yo, claim your $1000 casino bonus now, this is not a scam http://crypto-double.com...",DANGEROUS,GAMBLING,en,semantic_context_v1
"Hurmatli mijoz, ular qilgan ishlari uchun o'limga mahkumdir. jihod vaqti keldi http://scam.uz",DANGEROUS,EXTREMISM,uz,semantic_context_v1
"Shaxmat o'yinida biroz garov bog'ladik, lekin bu shunchaki o'yin edi! yozvor",SAFE,GAMBLING,uz,semantic_context_v1
I am attending Islamic classes to study the Quran better!!,SAFE,EXTREMISM,en,semantic_context_v1
100% guaranteed profit on the next match. Buy VIP signals here t.me/fake_channel?,DANGEROUS,GAMBLING,en,semantic_context_v1
"Уважаемый клиент, некоторые считают, что для очищения общества необходимы жесткие меры! пжл",SUSPICIOUS,EXTREMISM,ru,semantic_context_v1
Notice: may god grant peace and blessings to you and your family...,SAFE,EXTREMISM,en,semantic_context_v1
Ogohlantirish: shifokorim reproduktiv salomatlik muammosi uchun dori yozib berdi,SAFE,ADULT,uz,semantic_context_v1
"Hi, that channel is sharing ideas that oppose our current laws!!",SUSPICIOUS,EXTREMISM,en,semantic_context_v1
URGENT - meet local girls tonight for private escort services http://scam.uz?,DANGEROUS,ADULT,en,semantic_context_v1
"Notice: i've been lucky lately with these new games, want to see.",SUSPICIOUS,GAMBLING,en,semantic_context_v1
Вы читали новости о новых правилах казино...,SAFE,GAMBLING,ru,semantic_context_v1
Children should be protected from inappropriate internet material!,SAFE,ADULT,en,semantic_context_v1
Ushbu kanal hozirgi qonunlarimizga zid g'oyalarni tarqatmoqda!,SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
Senzurasiz kattalar uchun videolar va bepul yalang'och rasmlar http://scam.uz,DANGEROUS,ADULT,uz,semantic_context_v1
"Hey mate, download full sex videos without registration click here [link] asap!",DANGEROUS,ADULT,en,semantic_context_v1
Зарабатывайте деньги и станьте богатым мгновенно с нашим крипто-ботом [ссылка].,DANGEROUS,GAMBLING,ru,semantic_context_v1
Срочно: познакомьтесь с местными девушками сегодня вечером для частных эскорт-услуг [ссылка].,DANGEROUS,ADULT,ru,semantic_context_v1
"ogohlantirish: 1000$ kazino bonusingizni hoziroq oling, bu firibgarlik emas bit.ly/uzb_link.",DANGEROUS,GAMBLING,uz,semantic_context_v1
"Qalay, bugun 100 foiz to'lov kafolatlanadi! 50$ tikib, 2 soatda 500$ oling: http://kripto-foyda.uz!!",DANGEROUS,GAMBLING,uz,semantic_context_v1
Guruhga yuborgan kattalar uchun mo'ljallangan kontentni ko'rdingizmi? iltimos,SUSPICIOUS,ADULT,uz,semantic_context_v1
"Salom, juma namozi inshaalloh soat 13:00 da markaziy masjidda o'qiladi!",SAFE,EXTREMISM,uz,semantic_context_v1
"Assalomu alaykum, 1000$ kazino bonusingizni hoziroq oling, bu firibgarlik emas t.me/yopiq_guruh...",DANGEROUS,GAMBLING,uz,semantic_context_v1
"Salom, yangi davlat qoidalari haqidagi yangiliklarni eshitdingizmi!!",SAFE,GAMBLING,uz,semantic_context_v1
"ВНИМАНИЕ: гарантированная выплата 100 процентов сегодня! вложи 50 долларов, получи 500 за 2 часа bit.ly/rus_skam!",DANGEROUS,GAMBLING,ru,semantic_context_v1
"URGENT - guaranteed 100 percent payout today! invest $50, get $500 in 2 hours via t.me/fake_channel!!",DANGEROUS,GAMBLING,en,semantic_context_v1
"1000$ kazino bonusingizni hoziroq oling, bu firibgarlik emas bit.ly/uzb_link... dm",DANGEROUS,GAMBLING,uz,semantic_context_v1
Muhim: bolalarni nomaqbul internet materiallaridan himoya qilish kerak !,SAFE,ADULT,uz,semantic_context_v1
"Ro'yxatdan o'tmasdan to'liq porno videolarni yuklab oling, bu yerni bosing bit.ly/uzb_link. dm",DANGEROUS,ADULT,uz,semantic_context_v1
[ALERT] children should be protected from inappropriate internet material...,SAFE,ADULT,en,semantic_context_v1
Нам нужно запланировать занятие по половому воспитанию для класса биологии !,SAFE,ADULT,ru,semantic_context_v1
"i've been lucky lately with these new games, want to see? asap",SUSPICIOUS,GAMBLING,en,semantic_context_v1
O'yin xatosi topildi! Har safar yutish uchun ushbu strategiyani qo'llang http://scam.uz !,DANGEROUS,GAMBLING,uz,semantic_context_v1
O'yin xatosi topildi! Har safar yutish uchun ushbu strategiyani qo'llang [havola]!,DANGEROUS,GAMBLING,uz,semantic_context_v1
URGENT: did you see that post about doubling crypto in a week.,SUSPICIOUS,GAMBLING,en,semantic_context_v1
"братья, время бороться и действовать против неверных пришло! восстаньте bit.ly/rus_skam",DANGEROUS,EXTREMISM,ru,semantic_context_v1
Dushmanlardan o'zimizni himoya qilish uchun qo'lbola portlovchi moddalar yasashni o'rganing t.me/yopiq_guruh...,DANGEROUS,EXTREMISM,uz,semantic_context_v1
видео для взрослых без цензуры и бесплатные голые фото t.me/super_vzlom!!,DANGEROUS,ADULT,ru,semantic_context_v1
"Срочно: поддержите революцию, отправив анонимные пожертвования на этот кошелек http://zarabotok.ru!!",DANGEROUS,EXTREMISM,ru,semantic_context_v1
"qalay, bugun ochiq mavzular muhokama qilinganidan hayron qoldim dm",SUSPICIOUS,ADULT,uz,semantic_context_v1
"Dear user, friday prayers will be held at the main mosque at 1:00 pm inshallah...",SAFE,EXTREMISM,en,semantic_context_v1
"Dear user, the religious group is organizing a charity event for orphans.",SAFE,EXTREMISM,en,semantic_context_v1
"Brothers, the time to fight and take action against the infidels is now! Rise up t.me/fake_channel",DANGEROUS,EXTREMISM,en,semantic_context_v1
shifokorim reproduktiv salomatlik muammosi uchun dori yozib berdi!,SAFE,ADULT,uz,semantic_context_v1
URGENT: the study explores human sexuality from a sociological perspective,SAFE,ADULT,en,semantic_context_v1
"1000$ kazino bonusingizni hoziroq oling, bu firibgarlik emas http://kripto-foyda.uz",DANGEROUS,GAMBLING,uz,semantic_context_v1
We need to schedule the sex education session for the biology class!,SAFE,ADULT,en,semantic_context_v1
Познакомьтесь с местными девушками сегодня вечером для частных эскорт-услуг bit.ly/rus_skam...,DANGEROUS,ADULT,ru,semantic_context_v1
Nima uchun bu shaxsiy rasm bu yerda tarqalmoqda !  brat,SUSPICIOUS,ADULT,uz,semantic_context_v1
"привет, пятничная молитва состоится в главной мечети в 13:00 иншалла !",SAFE,EXTREMISM,ru,semantic_context_v1
ular qilgan ishlari uchun o'limga mahkumdir. jihod vaqti keldi!,DANGEROUS,EXTREMISM,uz,semantic_context_v1
Qur'onni yaxshiroq o'rganish uchun islomiy darslarga qatnashyapman? dm,SAFE,EXTREMISM,uz,semantic_context_v1
Dushmanlardan o'zimizni himoya qilish uchun qo'lbola portlovchi moddalar yasashni o'rganing bit.ly/uzb_link...,DANGEROUS,EXTREMISM,uz,semantic_context_v1
"Yo, we are recruiting soldiers for the holy war. join our secret channel http://crypto-double.com",DANGEROUS,EXTREMISM,en,semantic_context_v1
Bugun moliya bozori haqida guruh uchrashuvimiz bor! tezroq,SAFE,GAMBLING,uz,semantic_context_v1
"Qalay, senzurasiz kattalar uchun videolar va bepul yalang'och rasmlar t.me/yopiq_guruh?",DANGEROUS,ADULT,uz,semantic_context_v1
Ogohlantirish: dushmanlardan o'zimizni himoya qilish uchun qo'lbola portlovchi moddalar yasashni o'rganing http://scam.uz!,DANGEROUS,EXTREMISM,uz,semantic_context_v1
DIQQAT: bugun moliya bozori haqida guruh uchrashuvimiz bor !,SAFE,GAMBLING,uz,semantic_context_v1
"Привет, узнайте, как создать самодельную взрывчатку, чтобы защитить нашу веру от врагов t.me/super_vzlom.",DANGEROUS,EXTREMISM,ru,semantic_context_v1
"Assalomu alaykum, mening fikrimcha, guruh o'z e'tiqodlarida juda radikallashib bormoqda!",SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
"Узнайте, как создать самодельную взрывчатку, чтобы защитить нашу веру от врагов [ссылка]?",DANGEROUS,EXTREMISM,ru,semantic_context_v1
We are recruiting soldiers for the holy war. Join our secret channel t.me/fake_channel... ASAP,DANGEROUS,EXTREMISM,en,semantic_context_v1
Notice: did you see the mature content they sent in the group!,SUSPICIOUS,ADULT,en,semantic_context_v1
Did you see the mature content they sent in the group...,SUSPICIOUS,ADULT,en,semantic_context_v1
Bugun kechqurun xususiy eskort xizmatlari uchun mahalliy qizlar bilan tanishing http://kripto-foyda.uz!!,DANGEROUS,ADULT,uz,semantic_context_v1
Мы вербуем солдат для священной войны. Присоединяйся к нашему тайному каналу http://zarabotok.ru !,DANGEROUS,EXTREMISM,ru,semantic_context_v1
"Здравствуйте, я был удивлен откровенными темами, которые они обсуждали сегодня !",SUSPICIOUS,ADULT,ru,semantic_context_v1
"Привет, 100% гарантированная прибыль на следующий матч. купить vip сигналы здесь http://zarabotok.ru.",DANGEROUS,GAMBLING,ru,semantic_context_v1
Bugun kechqurun xususiy eskort xizmatlari uchun mahalliy qizlar bilan tanishing bit.ly/uzb_link,DANGEROUS,ADULT,uz,semantic_context_v1
"Уважаемый клиент, пусть аллах дарует мир и благословение вам и вашей семье!!",SAFE,EXTREMISM,ru,semantic_context_v1
Join the hidden VIP channel for exclusive 18+ leaked content tonight t.me/fake_channel.,DANGEROUS,ADULT,en,semantic_context_v1
Tadqiqot inson jinsiyatini sotsiologik nuqtai nazardan o'rganadi...,SAFE,ADULT,uz,semantic_context_v1
Ushbu kanal hozirgi qonunlarimizga zid g'oyalarni tarqatmoqda...,SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
DIQQAT: ushbu hujjatli film katta yoshdagilar uchun mo'ljallangan qadimiy mavzularni muhokama qiladi...,SAFE,ADULT,uz,semantic_context_v1
Срочно: я нашел новую платформу для быстрых сделок в лс,SUSPICIOUS,GAMBLING,ru,semantic_context_v1
I am attending Islamic classes to study the Quran better.,SAFE,EXTREMISM,en,semantic_context_v1
"Birodarlar, kofirlarga qarshi kurashish va harakat qilish vaqti keldi! Qo'zg'alish kerak... dm",DANGEROUS,EXTREMISM,uz,semantic_context_v1
"hurmatli mijoz, bugun kechqurun xususiy eskort xizmatlari uchun mahalliy qizlar bilan tanishing http://kripto-foyda.uz...",DANGEROUS,ADULT,uz,semantic_context_v1
Ular asosiy chatda eskort xizmatlari haqida gaplashishmoqda.,SUSPICIOUS,ADULT,uz,semantic_context_v1
Muhim: yangi davlat qoidalari haqidagi yangiliklarni eshitdingizmi!! brat,SAFE,GAMBLING,uz,semantic_context_v1
"Hurmatli mijoz, biologiya darsi uchun jinsiy tarbiya mashg'ulotini rejalashtirishimiz kerak!",SAFE,ADULT,uz,semantic_context_v1
May God grant peace and blessings to you and your family.,SAFE,EXTREMISM,en,semantic_context_v1
"Salom, nima uchun bu shaxsiy rasm bu yerda tarqalmoqda...",SUSPICIOUS,ADULT,uz,semantic_context_v1
"Hurmatli mijoz, keyingi o'yinga 100% kafolatlangan yutuq. vip signallarni bu yerdan sotib oling: http://scam.uz...",DANGEROUS,GAMBLING,uz,semantic_context_v1
The local football team won the match today against the rivals!! dm me,SAFE,GAMBLING,en,semantic_context_v1
"Этот канал делится идеями, которые противоречат нашим текущим законам!!",SUSPICIOUS,EXTREMISM,ru,semantic_context_v1
[ALERT] someone shared a weird link for 18+ content yesterday...,SUSPICIOUS,ADULT,en,semantic_context_v1
"Bugun 100 foiz to'lov kafolatlanadi! 50$ tikib, 2 soatda 500$ oling: t.me/yopiq_guruh!",DANGEROUS,GAMBLING,uz,semantic_context_v1
"Yo, i was surprised by the explicit topics they discussed today!!",SUSPICIOUS,ADULT,en,semantic_context_v1
"Qalay, kimdir pulni tez ishlashning siri borligini aytdi...",SUSPICIOUS,GAMBLING,uz,semantic_context_v1
"Здравствуйте, кто-то сказал мне, что есть лазейка, чтобы быстро заработать деньги !",SUSPICIOUS,GAMBLING,ru,semantic_context_v1
"Salom, bolalarni nomaqbul internet materiallaridan himoya qilish kerak! dm",SAFE,ADULT,uz,semantic_context_v1
"Assalomu alaykum, mening fikrimcha, guruh o'z e'tiqodlarida juda radikallashib bormoqda !",SUSPICIOUS,EXTREMISM,uz,semantic_context_v1
"Здравствуйте, зарабатывайте деньги и станьте богатым мгновенно с нашим крипто-ботом t.me/super_vzlom!!",DANGEROUS,GAMBLING,ru,semantic_context_v1
Senzurasiz kattalar uchun videolar va bepul yalang'och rasmlar http://kripto-foyda.uz...,DANGEROUS,ADULT,uz,semantic_context_v1
"dinimiz o'rgatganidek, sabr va ruxsozni ko'paytirishimiz kerak.",SAFE,EXTREMISM,uz,semantic_context_v1
Why is this private photo circulating here...,SUSPICIOUS,ADULT,en,semantic_context_v1
"Qalay, tadqiqot inson jinsiyatini sotsiologik nuqtai nazardan o'rganadi... uka",SAFE,ADULT,uz,semantic_context_v1
Tadqiqot inson jinsiyatini sotsiologik nuqtai nazardan o'rganadi !,SAFE,ADULT,uz,semantic_context_v1
"Уважаемый клиент, они обсуждают эскорт-услуги в главном чате!",SUSPICIOUS,ADULT,ru,semantic_context_v1
