text,language,source_dataset,original_label,normalized_text
Both :) i shoot big loads so get ready!,en,sms_spam_collection.txt,ham,both :) i shoot big loads so get ready!
"What's up bruv, hope you had a great break. Do have a rewarding semester.",en,sms_spam_collection.txt,ham,"what's up bruv, hope you had a great break. do have a rewarding semester."
Home so we can always chat,en,sms_spam_collection.txt,ham,home so we can always chat
K:)k:)good:)study well.,en,sms_spam_collection.txt,ham,k:)k:)good:)study well.
Yup... How ü noe leh...,en,sms_spam_collection.txt,ham,yup... how ü noe leh...
Sounds great! Are you home now?,en,sms_spam_collection.txt,ham,sounds great! are you home now?
Finally the match heading towards draw as your prediction.,en,sms_spam_collection.txt,ham,finally the match heading towards draw as your prediction.
Tired. I haven't slept well the past few nights.,en,sms_spam_collection.txt,ham,tired. i haven't slept well the past few nights.
Easy ah?sen got selected means its good..,en,sms_spam_collection.txt,ham,easy ah?sen got selected means its good..
I have to take exam with march 3,en,sms_spam_collection.txt,ham,i have to take exam with march 3
Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,en,sms_spam_collection.txt,ham,yeah you should. i think you can use your gt atm now to register. not sure but if there's anyway i can help let me know. but when you do be sure you are ready.
Ok no prob. Take ur time.,en,sms_spam_collection.txt,ham,ok no prob. take ur time.
There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,en,sms_spam_collection.txt,ham,there is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
Would really appreciate if you call me. Just need someone to talk to.,en,sms_spam_collection.txt,ham,would really appreciate if you call me. just need someone to talk to.
Hey company elama po mudyadhu.,en,sms_spam_collection.txt,ham,hey company elama po mudyadhu.
"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",en,sms_spam_collection.txt,ham,"life is more strict than teacher... bcoz teacher teaches lesson &amp; then conducts exam, but life first conducts exam &amp; then teaches lessons. happy morning. . ."
Dear good morning now only i am up,en,sms_spam_collection.txt,ham,dear good morning now only i am up
Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,en,sms_spam_collection.txt,ham,get down in gandhipuram and walk to cross cut road. right side &lt;#&gt; street road and turn at first right.
Dear we are going to our rubber place,en,sms_spam_collection.txt,ham,dear we are going to our rubber place
"Sorry battery died, yeah I'm here",en,sms_spam_collection.txt,ham,"sorry battery died, yeah i'm here"
Yes:)here tv is always available in work place..,en,sms_spam_collection.txt,ham,yes:)here tv is always available in work place..
I have printed it oh. So  &lt;#&gt;  come upstairs,en,sms_spam_collection.txt,ham,i have printed it oh. so &lt;#&gt; come upstairs
Or ill be a little closer like at the bus stop on the same street,en,sms_spam_collection.txt,ham,or ill be a little closer like at the bus stop on the same street
Where are you?when wil you reach here?,en,sms_spam_collection.txt,ham,where are you?when wil you reach here?
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",en,sms_spam_collection.txt,ham,"new theory: argument wins d situation, but loses the person. so dont argue with ur friends just.. . . . kick them &amp; say, i'm always correct.!"
Tomarrow final hearing on my laptop case so i cant.,en,sms_spam_collection.txt,ham,tomarrow final hearing on my laptop case so i cant.
PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,en,sms_spam_collection.txt,ham,pleassssssseeeeee tel me v avent done sportsx
"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",en,sms_spam_collection.txt,ham,"okay. no no, just shining on. that was meant to be signing, but that sounds better."
Too late. I said i have the website. I didn't i have or dont have the slippers,en,sms_spam_collection.txt,ham,too late. i said i have the website. i didn't i have or dont have the slippers
I asked you to call him now ok,en,sms_spam_collection.txt,ham,i asked you to call him now ok
Kallis wont bat in 2nd innings.,en,sms_spam_collection.txt,ham,kallis wont bat in 2nd innings.
It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,en,sms_spam_collection.txt,ham,it didnt work again oh. ok goodnight then. i.ll fix and have it ready by the time you wake up. you are very dearly missed have a good night sleep.
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,en,sms_spam_collection.txt,spam,congratulations ur awarded 500 of cd vouchers or 125gift guaranteed & free entry 2 100 wkly draw txt music to 87066 tncs www.ldew.com1win150ppmx3age16
Ranjith cal drpd Deeraj and deepak 5min hold,en,sms_spam_collection.txt,ham,ranjith cal drpd deeraj and deepak 5min hold
What you doing?how are you?,en,sms_spam_collection.txt,ham,what you doing?how are you?
"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",en,sms_spam_collection.txt,ham,"ups which is 3days also, and the shipping company that takes 2wks. the other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff."
"I'm back, lemme know when you're ready",en,sms_spam_collection.txt,ham,"i'm back, lemme know when you're ready"
Don't necessarily expect it to be done before you get back though because I'm just now headin out,en,sms_spam_collection.txt,ham,don't necessarily expect it to be done before you get back though because i'm just now headin out
Mmm so yummy babe ... Nice jolt to the suzy,en,sms_spam_collection.txt,ham,mmm so yummy babe ... nice jolt to the suzy
Where are you lover ? I need you ...,en,sms_spam_collection.txt,ham,where are you lover ? i need you ...
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,en,sms_spam_collection.txt,spam,we tried to contact you re your reply to our offer of a video handset? 750 anytime networks mins? unlimited text? camcorder? reply or call 08000930705 now
I‘m parked next to a MINI!!!! When are you coming in today do you think?,en,sms_spam_collection.txt,ham,i'm parked next to a mini!!!! when are you coming in today do you think?
Yup,en,sms_spam_collection.txt,ham,yup
MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,en,sms_spam_collection.txt,ham,my no. in luton 0125698789 ring me if ur around! h*
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,en,sms_spam_collection.txt,spam,hey i am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
Why you Dint come with us.,en,sms_spam_collection.txt,ham,why you dint come with us.
Same. Wana plan a trip sometme then,en,sms_spam_collection.txt,ham,same. wana plan a trip sometme then
"Not sure yet, still trying to get a hold of him",en,sms_spam_collection.txt,ham,"not sure yet, still trying to get a hold of him"
Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,en,sms_spam_collection.txt,spam,ur ringtone service has changed! 25 free credits! go to club4mobiles.com to choose content now! stop? txt club stop to 87070. 150p/wk club4 po box1146 mk45 2wt
The evo. I just had to download flash. Jealous?,en,sms_spam_collection.txt,ham,the evo. i just had to download flash. jealous?
Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,en,sms_spam_collection.txt,spam,ringtone club: get the uk singles chart on your mobile each week and choose any top quality ringtone! this message is free of charge.
"Come to mu, we're sorting out our narcotics situation",en,sms_spam_collection.txt,ham,"come to mu, we're sorting out our narcotics situation"
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",en,sms_spam_collection.txt,ham,"night has ended for another day, morning has come in a special way. may you smile like the sunny rays and leaves your worries at the blue blue bay."
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,en,sms_spam_collection.txt,spam,hmv bonus special 500 pounds of genuine hmv vouchers to be won. just answer 4 easy questions. play now! send hmv to 86688 more info:www.100percent-real.com
"Usf I guess, might as well take 1 car",en,sms_spam_collection.txt,ham,"usf i guess, might as well take 1 car"
No objection. My bf not coming.,en,sms_spam_collection.txt,ham,no objection. my bf not coming.
Thanx...,en,sms_spam_collection.txt,ham,thanx...
Tell rob to mack his gf in the theater,en,sms_spam_collection.txt,ham,tell rob to mack his gf in the theater
"Awesome, I'll see you in a bit",en,sms_spam_collection.txt,ham,"awesome, i'll see you in a bit"
Just sent it. So what type of food do you like?,en,sms_spam_collection.txt,ham,just sent it. so what type of food do you like?
All done? All handed in? Celebrations in full swing yet?,en,sms_spam_collection.txt,ham,all done? all handed in? celebrations in full swing yet?
You got called a tool?,en,sms_spam_collection.txt,ham,you got called a tool?
Ok. I asked for money how far,en,sms_spam_collection.txt,ham,ok. i asked for money how far
Okie...,en,sms_spam_collection.txt,ham,okie...
"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",en,sms_spam_collection.txt,ham,"yeah i think my usual guy's still passed out from last night, if you get ahold of anybody let me know and i'll throw down"
"K, I might come by tonight then if my class lets out early",en,sms_spam_collection.txt,ham,"k, i might come by tonight then if my class lets out early"
