text,source,label
Bugungi majlis 12:45 ga surildi.!,sms,ham
Uyga qaytayotganda non olib kel.?,telegram,ham
Qachon kelasiz?,telegram,ham
"Menga 430,000 so'm tashlab tura olasanmi? :)",telegram,ham
Kechikaman biroz 20:30 da boraman.,telegram,ham
Kechikaman biroz 14:45 da boraman..,sms,ham
"Salom, ishlar qale?!",sms,ham
"Menga 1650,000 so'm tashlab tura olasanmi??",telegram,ham
piyoz narxi qancha ekan hozir?...,sms,ham
"Menga 1870,000 so'm tashlab tura olasanmi?",telegram,ham
"Menga 3770,000 so'm tashlab tura olasanmi? :)",sms,ham
Uyga qaytayotganda shakar olib kel.?,telegram,ham
"Menga 360,000 so'm tashlab tura olasanmi? :)",sms,ham
Bugungi majlis 20:15 ga surildi.?,telegram,ham
Uyga qaytayotganda go'sht olib kel.,telegram,ham
Bugun 9:00 da ko'rishamiz.!,sms,ham
Uyga qaytayotganda ruchka olib kel..,telegram,ham
Kechikaman biroz 11:45 da boraman.?,sms,ham
Uyga qaytayotganda daftar olib kel.!,telegram,ham
"Menga 4400,000 so'm tashlab tura olasanmi?!",sms,ham
Bugun ertalab da ko'rishamiz.,telegram,ham
"Menga 4090,000 so'm tashlab tura olasanmi?.",sms,ham
Kechikaman biroz 12:00 da boraman.,sms,ham
Bugungi majlis 18:45 ga surildi.?,telegram,ham
Bugungi majlis 17:30 ga surildi..,telegram,ham
"Menga 2030,000 so'm tashlab tura olasanmi?",sms,ham
Uyga qaytayotganda sut olib kel.?,telegram,ham
"Menga 4090,000 so'm tashlab tura olasanmi?...",telegram,ham
"Aka, ishlar qanday?.",sms,ham
"Menga 4400,000 so'm tashlab tura olasanmi?...",sms,ham
Bugun 8:45 da ko'rishamiz. :),telegram,ham
"Menga 150,000 so'm tashlab tura olasanmi?",telegram,ham
Bugungi majlis 21:00 ga surildi.?,sms,ham
Bugun 10:45 da ko'rishamiz.!,telegram,ham
Kechikaman biroz tushdan keyin da boraman. :),sms,ham
Kechikaman biroz 16:15 da boraman.?,telegram,ham
Telegramdan yozaman hozir. tezroq,telegram,ham
Bugun 8:15 da ko'rishamiz....,sms,ham
Bugun 12:30 da ko'rishamiz. :),sms,ham
Bugungi majlis 13:45 ga surildi.,sms,ham
Bugungi majlis 20:00 ga surildi.?,telegram,ham
shakar narxi qancha ekan hozir?...,sms,ham
Bugungi majlis 17:30 ga surildi.!,telegram,ham
non narxi qancha ekan hozir??,sms,ham
Bugungi majlis 13:30 ga surildi.,sms,ham
Men hozir ishdamon. tezroq,telegram,ham
Bugungi majlis 9:15 ga surildi..,telegram,ham
Bugungi majlis 12:15 ga surildi.?,sms,ham
"Menga 2030,000 so'm tashlab tura olasanmi?...",telegram,ham
Bugun ertalab da ko'rishamiz..,sms,ham
Kechikaman biroz 18:15 da boraman.!,telegram,ham
Bugun 13:15 da ko'rishamiz..,sms,ham
Bugungi majlis 19:45 ga surildi.,sms,ham
Bugungi majlis 11:00 ga surildi..,telegram,ham
Bugungi majlis 10:15 ga surildi....,telegram,ham
Bugun 9:30 da ko'rishamiz..,telegram,ham
Bugun 13:00 da ko'rishamiz.,telegram,ham
Kechikaman biroz 11:15 da boraman..,telegram,ham
Pulni tashlab yubordim tekshirib ko'r. :),sms,ham
Bugun 20:30 da ko'rishamiz..,sms,ham
Kechikaman biroz 12:45 da boraman....,sms,ham
Kechikaman biroz 14:45 da boraman. :),telegram,ham
Bugungi majlis 9:30 ga surildi. :),sms,ham
Bugungi majlis 15:45 ga surildi..,telegram,ham
kartoshka narxi qancha ekan hozir? :),telegram,ham
Bugungi majlis 20:30 ga surildi. :),sms,ham
Uyga qaytayotganda shakar olib kel.,telegram,ham
meva narxi qancha ekan hozir? tezroq,sms,ham
"Menga 2400,000 so'm tashlab tura olasanmi?!",sms,ham
Bugun 11:45 da ko'rishamiz....,sms,ham
"Menga 2420,000 so'm tashlab tura olasanmi??",sms,ham
Bugun 15:30 da ko'rishamiz.,sms,ham
Kechikaman biroz 19:15 da boraman.,telegram,ham
Uyga qaytayotganda non olib kel.,telegram,ham
Uyga qaytayotganda daftar olib kel. :),sms,ham
"Menga 4840,000 so'm tashlab tura olasanmi? tezroq",telegram,ham
Bugun 14:30 da ko'rishamiz. :),sms,ham
kitob narxi qancha ekan hozir?!,telegram,ham
Nima qilyapsan tuzukmisan??,sms,ham
Bugun 10:15 da ko'rishamiz.?,telegram,ham
Kechikaman biroz 14:15 da boraman..,telegram,ham
Bugungi majlis 15:15 ga surildi. :),sms,ham
sut narxi qancha ekan hozir?...,telegram,ham
"Menga 4090,000 so'm tashlab tura olasanmi? :)",sms,ham
"Menga 2860,000 so'm tashlab tura olasanmi?...",sms,ham
ruchka narxi qancha ekan hozir?.,sms,ham
Bugungi majlis 12:30 ga surildi.,telegram,ham
Kechikaman biroz 16:15 da boraman. :),sms,ham
Kechikaman biroz 9:15 da boraman.?,sms,ham
Bugun 8:15 da ko'rishamiz.!,telegram,ham
Kechikaman biroz 15:30 da boraman. tezroq,telegram,ham
"Menga 4680,000 so'm tashlab tura olasanmi?",sms,ham
Nima qilyapsan tuzukmisan? :),sms,ham
Uyga qaytayotganda suv olib kel. :),sms,ham
Bugun 10:15 da ko'rishamiz....,telegram,ham
Bugungi majlis 20:00 ga surildi.,telegram,ham
Kechikaman biroz 19:45 da boraman. :),telegram,ham
Bugungi majlis 21:00 ga surildi.!,sms,ham
"Menga 1870,000 so'm tashlab tura olasanmi? :)",telegram,ham
"Menga 2860,000 so'm tashlab tura olasanmi? tezroq",sms,ham
Bugun 17:15 da ko'rishamiz.!,sms,ham
"Menga 2010,000 so'm tashlab tura olasanmi? :)",sms,ham
Kechikaman biroz 16:00 da boraman.?,telegram,ham
Bugungi majlis 8:15 ga surildi. tezroq,telegram,ham
Bugungi majlis 8:45 ga surildi.?,sms,ham
"Menga 2630,000 so'm tashlab tura olasanmi?!",sms,ham
Bugungi majlis 12:30 ga surildi. tezroq,sms,ham
Kechikaman biroz 10:15 da boraman.!,telegram,ham
Bugun 18:15 da ko'rishamiz.!,telegram,ham
Bugungi majlis 13:45 ga surildi.!,telegram,ham
Bugungi majlis 9:00 ga surildi....,sms,ham
O'qish qachon tugaydi?,telegram,ham
qogoz narxi qancha ekan hozir?...,telegram,ham
"Menga 850,000 so'm tashlab tura olasanmi?!",sms,ham
Bugun 16:45 da ko'rishamiz.,sms,ham
Bugun 10:15 da ko'rishamiz. :),telegram,ham
Kechikaman biroz 14:45 da boraman.?,sms,ham
Bugun 20:30 da ko'rishamiz. tezroq,sms,ham
Kechikaman biroz 11:15 da boraman. tezroq,telegram,ham
Bugun 10:30 da ko'rishamiz.?,sms,ham
Kechikaman biroz 9:30 da boraman.,telegram,ham
Bugungi majlis 10:45 ga surildi.?,telegram,ham
Bugungi majlis 13:00 ga surildi.!,sms,ham
Kechikaman biroz 10:30 da boraman..,telegram,ham
Bugungi majlis 16:45 ga surildi.!,sms,ham
Bugun 18:00 da ko'rishamiz. :),sms,ham
Kechikaman biroz 8:00 da boraman....,sms,ham
Bugungi majlis 9:45 ga surildi.!,sms,ham
Kechikaman biroz 19:00 da boraman..,sms,ham
Bugungi majlis 9:15 ga surildi....,sms,ham
"Menga 2360,000 so'm tashlab tura olasanmi?.",telegram,ham
Qayerdasan hozir?...,telegram,ham
tuxum narxi qancha ekan hozir?.,telegram,ham
Bugun 15:15 da ko'rishamiz....,sms,ham
Bugun 9:15 da ko'rishamiz..,telegram,ham
Bugun 15:45 da ko'rishamiz.?,sms,ham
Kechikaman biroz 8:30 da boraman..,telegram,ham
Kechikaman biroz 15:30 da boraman.?,telegram,ham
Kechikaman biroz 16:00 da boraman.,telegram,ham
Rahmat sizga katta!?,sms,ham
Bugungi majlis 20:45 ga surildi.,telegram,ham
"Charchamang, oq yo'l!?",telegram,ham
Bugun 15:45 da ko'rishamiz. :),telegram,ham
kartoshka narxi qancha ekan hozir?...,telegram,ham
"Menga 2030,000 so'm tashlab tura olasanmi??",sms,ham
kartoshka narxi qancha ekan hozir?!,telegram,ham
"Menga 790,000 so'm tashlab tura olasanmi?",sms,ham
Kechikaman biroz 20:15 da boraman.!,telegram,ham
"Menga 4420,000 so'm tashlab tura olasanmi? :)",sms,ham
Kechikaman biroz 8:15 da boraman. :),telegram,ham
Bugungi majlis 18:15 ga surildi..,sms,ham
Bugun 11:45 da ko'rishamiz..,telegram,ham
"Salom, ishlar qale?.",telegram,ham
Bugungi majlis 9:30 ga surildi.?,sms,ham
Bugungi majlis 12:15 ga surildi.!,telegram,ham
Bugun 14:15 da ko'rishamiz.?,telegram,ham
"Menga 4300,000 so'm tashlab tura olasanmi? tezroq",telegram,ham
"Menga 3230,000 so'm tashlab tura olasanmi?!",telegram,ham
Kechikaman biroz 18:30 da boraman.,sms,ham
Uyga qaytayotganda kitob olib kel.?,sms,ham
Kechikaman biroz 18:30 da boraman. :),telegram,ham
Kechikaman biroz tushdan keyin da boraman....,sms,ham
Bugun 8:15 da ko'rishamiz..,sms,ham
"Menga 3490,000 so'm tashlab tura olasanmi??",sms,ham
Bugun 18:15 da ko'rishamiz.?,telegram,ham
Kechikaman biroz 19:45 da boraman.?,telegram,ham
Kechikaman biroz 18:00 da boraman. :),sms,ham
Rahmat sizga katta! tezroq,sms,ham
Bugun 18:15 da ko'rishamiz....,sms,ham
Kechikaman biroz 8:15 da boraman..,sms,ham
Bugungi majlis 10:00 ga surildi.,sms,ham
Uyga qaytayotganda shirinlik olib kel. tezroq,sms,ham
Kechikaman biroz 9:30 da boraman..,sms,ham
Bugungi majlis 9:30 ga surildi. tezroq,telegram,ham
"Menga 1460,000 so'm tashlab tura olasanmi? tezroq",sms,ham
Telefonni ko'tar! :),telegram,ham
"Menga 2580,000 so'm tashlab tura olasanmi??",sms,ham
"Menga 3140,000 so'm tashlab tura olasanmi?.",telegram,ham
"Menga 4200,000 so'm tashlab tura olasanmi??",sms,ham
Uyga qaytayotganda qogoz olib kel.?,sms,ham
Bugun 18:45 da ko'rishamiz....,sms,ham
Kechikaman biroz 19:00 da boraman....,sms,ham
Bugungi majlis 19:00 ga surildi....,sms,ham
daftar narxi qancha ekan hozir?.,sms,ham
Bugungi majlis 15:15 ga surildi.,sms,ham
Bugungi majlis 15:00 ga surildi....,telegram,ham
Kechikaman biroz 15:30 da boraman.!,telegram,ham
Bugungi majlis 16:30 ga surildi.!,sms,ham
Kechikaman biroz 18:15 da boraman..,sms,ham
Bugun 15:00 da ko'rishamiz.?,telegram,ham
Uyga qaytayotganda meva olib kel.!,telegram,ham
Kechikaman biroz 16:45 da boraman.?,telegram,ham
Uyga qaytayotganda sut olib kel. tezroq,telegram,ham
Kechikaman biroz 11:00 da boraman. tezroq,sms,ham
Qayerdasan hozir?!,sms,ham
Kechikaman biroz 17:30 da boraman. tezroq,sms,ham
Bugun 15:15 da ko'rishamiz.?,telegram,ham
"Menga 790,000 so'm tashlab tura olasanmi? :)",sms,ham
Bugungi majlis 12:45 ga surildi..,telegram,ham
suv narxi qancha ekan hozir?,telegram,ham
Kechikaman biroz 15:30 da boraman.,sms,ham
Bugungi majlis 13:00 ga surildi..,telegram,ham
Bugun 15:15 da ko'rishamiz. :),telegram,ham
Kechikaman biroz 12:15 da boraman. :),sms,ham
tuxum narxi qancha ekan hozir?,telegram,ham
Bugun 15:15 da ko'rishamiz..,sms,ham
Bugungi majlis 21:45 ga surildi..,sms,ham
Bugungi majlis 12:45 ga surildi.,sms,ham
"Menga 3540,000 so'm tashlab tura olasanmi?.",telegram,ham
"Menga 150,000 so'm tashlab tura olasanmi? tezroq",sms,ham
non narxi qancha ekan hozir?,telegram,ham
Kechikaman biroz 21:30 da boraman..,sms,ham
"Menga 360,000 so'm tashlab tura olasanmi?.",telegram,ham
Kechikaman biroz 10:00 da boraman.?,sms,ham
Kechikaman biroz 13:00 da boraman.!,sms,ham
Men hozir ishdamon.!,sms,ham
Bugungi majlis ertalab ga surildi. tezroq,sms,ham
"Menga 2630,000 so'm tashlab tura olasanmi?",telegram,ham
meva narxi qancha ekan hozir?...,sms,ham
Kechikaman biroz 16:45 da boraman.,sms,ham
Bugun 14:30 da ko'rishamiz.?,sms,ham
"Menga 180,000 so'm tashlab tura olasanmi?",telegram,ham
Bugungi majlis 19:15 ga surildi.,telegram,ham
Bugungi majlis kechqurun ga surildi..,sms,ham
Bugungi majlis 12:15 ga surildi. :),telegram,ham
Bugun 13:30 da ko'rishamiz..,sms,ham
"Menga 2020,000 so'm tashlab tura olasanmi? tezroq",sms,ham
Bugungi majlis 12:00 ga surildi....,telegram,ham
Uyga qaytayotganda sut olib kel. :),telegram,ham
Bugun 8:15 da ko'rishamiz.,sms,ham
Kechikaman biroz 18:45 da boraman. :),sms,ham
"Menga 4980,000 so'm tashlab tura olasanmi?.",telegram,ham
"Menga 4200,000 so'm tashlab tura olasanmi?...",telegram,ham
Bugun 14:15 da ko'rishamiz..,sms,ham
Bugun 11:30 da ko'rishamiz. tezroq,sms,ham
Kechikaman biroz 14:30 da boraman....,sms,ham
Kechikaman biroz 19:00 da boraman.,telegram,ham
Kechikaman biroz 17:30 da boraman.!,telegram,ham
Bugun 12:30 da ko'rishamiz.!,telegram,ham
Bugun 20:30 da ko'rishamiz. :),sms,ham
Kechikaman biroz 8:45 da boraman.,sms,ham
Kechikaman biroz 18:30 da boraman.!,telegram,ham
"Menga 3340,000 so'm tashlab tura olasanmi? tezroq",telegram,ham
Kechikaman biroz 15:00 da boraman.!,sms,ham
Bugungi majlis 11:30 ga surildi.?,sms,ham
Bugungi majlis 11:30 ga surildi..,telegram,ham
Bugungi majlis 9:15 ga surildi.?,telegram,ham
Uyga qaytayotganda qogoz olib kel.,sms,ham
Bugungi majlis 10:15 ga surildi.,telegram,ham
Bugungi majlis 16:00 ga surildi.!,sms,ham
Bugun 15:30 da ko'rishamiz.!,sms,ham
Kechikaman biroz 11:15 da boraman.,telegram,ham
"Menga 3280,000 so'm tashlab tura olasanmi?...",sms,ham
"Salom, ishlar qale? tezroq",telegram,ham
Bugungi majlis 14:30 ga surildi.!,sms,ham
Kechikaman biroz 20:45 da boraman.?,sms,ham
Bugungi majlis 10:45 ga surildi....,sms,ham
Bugun 16:30 da ko'rishamiz.!,telegram,ham
Uyga qaytayotganda choy olib kel.,telegram,ham
Bugungi majlis 21:30 ga surildi. tezroq,telegram,ham
go'sht narxi qancha ekan hozir? tezroq,telegram,ham
Bugun ertalab da ko'rishamiz. :),telegram,ham
"Menga 4420,000 so'm tashlab tura olasanmi?.",sms,ham
kitob narxi qancha ekan hozir?...,sms,ham
Bugungi majlis 10:45 ga surildi.,telegram,ham
Bugungi majlis 8:30 ga surildi. tezroq,telegram,ham
Bugun 16:30 da ko'rishamiz. tezroq,telegram,ham
Pulni tashlab yubordim tekshirib ko'r.?,telegram,ham
Bugungi majlis 19:15 ga surildi....,telegram,ham
Bugun 10:00 da ko'rishamiz.,telegram,ham
"Menga 3190,000 so'm tashlab tura olasanmi?.",sms,ham
Uyga qaytayotganda shirinlik olib kel.,telegram,ham
Bugun tushdan keyin da ko'rishamiz....,sms,ham
Kechikaman biroz 13:45 da boraman.?,telegram,ham
Telegramdan yozaman hozir.!,telegram,ham
Bugungi majlis 11:00 ga surildi.?,telegram,ham
Bugungi majlis tushdan keyin ga surildi. :),sms,ham
Bugun 9:00 da ko'rishamiz. tezroq,sms,ham
Telefonni ko'tar!?,sms,ham
Xatni pochtadan jo'natdim.!,telegram,ham
Uyga qaytayotganda suv olib kel.,telegram,ham
Vazifani qildingmi? tezroq,sms,ham
Kechikaman biroz 20:30 da boraman.?,sms,ham
Uyga qaytayotganda kartoshka olib kel.?,telegram,ham
Bugungi majlis 11:45 ga surildi. :),telegram,ham
"Menga 850,000 so'm tashlab tura olasanmi?",telegram,ham
Bugungi majlis 8:15 ga surildi..,telegram,ham
Bugungi majlis 8:45 ga surildi..,telegram,ham
meva narxi qancha ekan hozir? :),telegram,ham
Kechikaman biroz 9:00 da boraman. tezroq,telegram,ham
Kechikaman biroz 13:15 da boraman. tezroq,sms,ham
Bugun 21:00 da ko'rishamiz.,telegram,ham
"Menga 3230,000 so'm tashlab tura olasanmi?.",sms,ham
Bugun 13:30 da ko'rishamiz....,telegram,ham
"Menga 4400,000 so'm tashlab tura olasanmi?",sms,ham
Kechikaman biroz 10:45 da boraman..,sms,ham
Bugun 18:30 da ko'rishamiz.,telegram,ham
"Menga 2950,000 so'm tashlab tura olasanmi?!",sms,ham
Bugun ertalab da ko'rishamiz. tezroq,sms,ham
Bugungi majlis 18:45 ga surildi. :),telegram,ham
"Menga 3880,000 so'm tashlab tura olasanmi?!",sms,ham
kitob narxi qancha ekan hozir??,telegram,ham
Uyga qaytayotganda qogoz olib kel....,telegram,ham
"Menga 2860,000 so'm tashlab tura olasanmi? :)",sms,ham
kartoshka narxi qancha ekan hozir? tezroq,telegram,ham
Bugungi majlis 16:00 ga surildi.,telegram,ham
Bugungi majlis kechqurun ga surildi. tezroq,sms,ham
Bugun 19:15 da ko'rishamiz....,sms,ham
"Menga 3770,000 so'm tashlab tura olasanmi?...",telegram,ham
Bugungi majlis 17:15 ga surildi.,telegram,ham
Bugungi majlis 19:15 ga surildi. :),sms,ham
Kechikaman biroz tushdan keyin da boraman.!,sms,ham
Bugungi majlis 21:45 ga surildi. tezroq,sms,ham
Bugun 20:45 da ko'rishamiz. :),sms,ham
Bugungi majlis 15:30 ga surildi....,telegram,ham
Bugungi majlis 18:00 ga surildi. :),sms,ham
"Yaxshimisiz, uydagilar qalay??",sms,ham
Bugun 17:15 da ko'rishamiz....,telegram,ham
Bugun 13:00 da ko'rishamiz..,telegram,ham
Bugungi majlis 21:30 ga surildi.,telegram,ham
Bugungi majlis 14:30 ga surildi.?,sms,ham
"Menga 3140,000 so'm tashlab tura olasanmi?...",sms,ham
Kechikaman biroz 10:00 da boraman....,sms,ham
Xatni pochtadan jo'natdim.,telegram,ham
"Menga 3980,000 so'm tashlab tura olasanmi? :)",sms,ham
Kechikaman biroz 18:30 da boraman..,sms,ham
"Menga 1000,000 so'm tashlab tura olasanmi?.",telegram,ham
"Menga 3880,000 so'm tashlab tura olasanmi? :)",telegram,ham
Ertaga dars soat nechida boshlanadi? :),telegram,ham
go'sht narxi qancha ekan hozir?...,sms,ham
Kechikaman biroz 21:00 da boraman. :),sms,ham
Bugungi majlis 20:15 ga surildi. :),telegram,ham
Kechikaman biroz 12:45 da boraman.?,telegram,ham
Bugun 16:45 da ko'rishamiz. tezroq,telegram,ham
Bugungi majlis 16:15 ga surildi.,telegram,ham
qogoz narxi qancha ekan hozir?.,telegram,ham
"Menga 1000,000 so'm tashlab tura olasanmi? :)",sms,ham
Bugungi majlis 10:45 ga surildi. tezroq,sms,ham
"Menga 3340,000 so'm tashlab tura olasanmi? :)",sms,ham
Bugungi majlis ertalab ga surildi....,sms,ham
Kechikaman biroz 14:15 da boraman.,sms,ham
"Menga 1920,000 so'm tashlab tura olasanmi?",telegram,ham
"Menga 3140,000 so'm tashlab tura olasanmi? tezroq",telegram,ham
O'qish qachon tugaydi?...,telegram,ham
Bugun 21:15 da ko'rishamiz..,telegram,ham
choy narxi qancha ekan hozir?...,sms,ham
Bugun 14:15 da ko'rishamiz....,telegram,ham
"Menga 2860,000 so'm tashlab tura olasanmi?.",telegram,ham
"Menga 3280,000 so'm tashlab tura olasanmi? tezroq",telegram,ham
Kechikaman biroz 8:30 da boraman.,sms,ham
Kechikaman biroz 14:30 da boraman. :),sms,ham
Uyga qaytayotganda ruchka olib kel. tezroq,telegram,ham
Bugungi majlis 13:30 ga surildi. :),sms,ham
Bugun 18:00 da ko'rishamiz.!,telegram,ham
Kechikaman biroz 9:30 da boraman. :),telegram,ham
"Iltimos, qayta qo'ng'iroq qiling....",telegram,ham
Uyga qaytayotganda suv olib kel....,telegram,ham
Bugun 13:00 da ko'rishamiz.?,telegram,ham
"Menga 2580,000 so'm tashlab tura olasanmi?.",sms,ham
shirinlik narxi qancha ekan hozir?...,sms,ham
Kechikaman biroz 20:00 da boraman.,telegram,ham
Bugun tushdan keyin da ko'rishamiz. :),telegram,ham
Bugungi majlis 10:00 ga surildi.!,telegram,ham
Kechikaman biroz 13:30 da boraman.,sms,ham
Bugun 17:00 da ko'rishamiz.?,telegram,ham
"Menga 790,000 so'm tashlab tura olasanmi? tezroq",telegram,ham
"Menga 3340,000 so'm tashlab tura olasanmi?",sms,ham
Bugun 11:00 da ko'rishamiz.!,sms,ham
"Menga 850,000 so'm tashlab tura olasanmi?...",telegram,ham
Bugungi majlis 13:15 ga surildi.?,telegram,ham
Kechikaman biroz 21:30 da boraman.,telegram,ham
Bugun 21:15 da ko'rishamiz.,sms,ham
"Menga 430,000 so'm tashlab tura olasanmi?...",telegram,ham
Xatni pochtadan jo'natdim..,sms,ham
"Menga 2450,000 so'm tashlab tura olasanmi??",sms,ham
Kechikaman biroz 21:30 da boraman. tezroq,telegram,ham
Bugun 13:00 da ko'rishamiz.!,telegram,ham
Bugungi majlis 12:00 ga surildi..,telegram,ham
Bugun 12:30 da ko'rishamiz. tezroq,sms,ham
Bugun 9:45 da ko'rishamiz.?,telegram,ham
Kechikaman biroz 11:15 da boraman....,telegram,ham
Kechikaman biroz 17:00 da boraman. tezroq,telegram,ham
Kechikaman biroz 11:00 da boraman.,sms,ham
Bugungi majlis 16:15 ga surildi. tezroq,sms,ham
"Menga 360,000 so'm tashlab tura olasanmi? tezroq",sms,ham
Kechikaman biroz 15:15 da boraman.!,telegram,ham
Bugun 18:30 da ko'rishamiz....,telegram,ham
Bugungi majlis 11:30 ga surildi. :),sms,ham
Kechikaman biroz 16:00 da boraman..,sms,ham
Bugungi majlis 20:30 ga surildi.!,sms,ham
"Menga 360,000 so'm tashlab tura olasanmi?...",telegram,ham
"Menga 180,000 so'm tashlab tura olasanmi??",telegram,ham
Kechikaman biroz 21:30 da boraman.?,telegram,ham
Bugungi majlis 10:00 ga surildi....,sms,ham
Bugungi majlis 16:00 ga surildi. :),sms,ham
Bugun 19:00 da ko'rishamiz....,telegram,ham
Bugun 12:45 da ko'rishamiz....,telegram,ham
Bugungi majlis 20:15 ga surildi....,sms,ham
Bugun 17:15 da ko'rishamiz. :),sms,ham
Kechikaman biroz 15:00 da boraman.?,telegram,ham
Bugun 10:30 da ko'rishamiz. :),telegram,ham
Kechikaman biroz 17:45 da boraman.,telegram,ham
Bugun 9:30 da ko'rishamiz. tezroq,sms,ham
Bugungi majlis 19:00 ga surildi.,sms,ham
Bugun 14:00 da ko'rishamiz....,telegram,ham
"Menga 4680,000 so'm tashlab tura olasanmi?...",telegram,ham
tuxum narxi qancha ekan hozir?...,sms,ham
Telegramdan yozaman hozir.?,telegram,ham
Kechikaman biroz 20:45 da boraman....,telegram,ham
Bugungi majlis 8:00 ga surildi. :),sms,ham
Bugungi majlis 10:45 ga surildi.!,sms,ham
Bugungi majlis 14:45 ga surildi....,telegram,ham
Kechikaman biroz 18:15 da boraman.?,telegram,ham
"Menga 2360,000 so'm tashlab tura olasanmi? :)",telegram,ham
"Aka, ishlar qanday?",sms,ham
Bugungi majlis tushdan keyin ga surildi. tezroq,sms,ham
Kechikaman biroz 21:30 da boraman. :),sms,ham
Bugungi majlis 17:45 ga surildi..,sms,ham
Bugun uchrashamizmi? tezroq,telegram,ham
Uyga qaytayotganda go'sht olib kel. :),sms,ham
Bugungi majlis 12:30 ga surildi....,sms,ham
go'sht narxi qancha ekan hozir?!,sms,ham
qogoz narxi qancha ekan hozir??,telegram,ham
"Menga 900,000 so'm tashlab tura olasanmi?...",sms,ham
Bugun 11:15 da ko'rishamiz. tezroq,telegram,ham
Bugun 20:15 da ko'rishamiz..,telegram,ham
Bugun 20:30 da ko'rishamiz....,sms,ham
Kechikaman biroz 17:45 da boraman. tezroq,sms,ham
Bugungi majlis 17:45 ga surildi....,sms,ham
"Menga 4840,000 so'm tashlab tura olasanmi??",telegram,ham
Bugungi majlis 21:00 ga surildi..,sms,ham
"Menga 1650,000 so'm tashlab tura olasanmi?...",sms,ham
tuxum narxi qancha ekan hozir? tezroq,telegram,ham
Bugun 8:15 da ko'rishamiz. :),sms,ham
"Menga 3490,000 so'm tashlab tura olasanmi? :)",telegram,ham
Bugun 19:15 da ko'rishamiz. tezroq,sms,ham
Bugungi majlis 17:00 ga surildi..,sms,ham
Kechikaman biroz 16:30 da boraman....,telegram,ham
Bugun 11:00 da ko'rishamiz....,sms,ham
Uyga qaytayotganda tuxum olib kel. tezroq,sms,ham
Bugun 12:00 da ko'rishamiz. tezroq,telegram,ham
Bugungi majlis 16:15 ga surildi..,sms,ham
"Menga 410,000 so'm tashlab tura olasanmi? tezroq",sms,ham
Kechikaman biroz 19:00 da boraman.!,telegram,ham
"Menga 3230,000 so'm tashlab tura olasanmi? :)",telegram,ham
Bugungi majlis 14:45 ga surildi. :),telegram,ham
