text,clean_text,label,language,source
Ищем сотрудника для уборки в торговом центре. Задачи — поддержание порядка в общих и туалетных зонах. Смены по 8–10 часов. Оплата — 1700 рублей за смену.,ищем сотрудника для уборки в торговом центре. задачи поддержание порядка в общих и туалетных зонах. смены по 8 10 часов. оплата 1700 рублей за смену.,SUSPICIOUS,ru,v10_rus_foundation
You didnt complete your gist oh.,you didnt complete your gist oh.,SAFE,en,v10_eng_foundation
"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",yo carlos a few friends are already asking me about you you working at all this weekend,SAFE,en,v10_eng_foundation
Keshbek 50%! Batafsil: http://cashback-uz.click,keshbek 50 batafsil: http://cashback uz.click,SUSPICIOUS,en,v10_eng_foundation
Balansingiz: 363629 so'm. To'lov muvaffaqiyatli.,balansingiz: 363629 so'm. to'lov muvaffaqiyatli.,SAFE,uz,v10_uzb_foundation
Balansingiz: 352091 so'm. To'lov muvaffaqiyatli.,balansingiz: 352091 so'm. to'lov muvaffaqiyatli.,SAFE,uz,v10_uzb_foundation
Profilingizga kimdir kirgan bo'lishi mumkin,profilingizga kimdir kirgan bo'lishi mumkin,SUSPICIOUS,uz,synthetic_suspicious_v1
Balans tekshiruvi: hisobinggizga kiring...,balans tekshiruvi: hisobinggizga kiring...,SUSPICIOUS,uz,synthetic_suspicious_v1
No probs hon! How u doinat the mo?,no probs hon how u doinat the mo,SAFE,uz,v10_uzb_foundation
U vas noviy yutuq! 493 000 yutib oldingiz. Claim your prize: http://click-safety.uz/683278 OK,u vas noviy yutuq 493 000 yutib oldingiz. claim your prize: http://click safety.uz/683278 ok,DANGEROUS,uz,v10_uzb_foundation
Tizim administratori xabari: yangilanish tlaab qilinaid,tizim administratori xabari: yangilanish tlaab qilinaid,SUSPICIOUS,uz,synthetic_suspicious_v1
"Menga 4400,000 so'm tashlab tura olasanmi?...",menga 4400 000 so'm tashlab tura olasanmi ...,SAFE,uz,v10_uzb_foundation
Вход в личный кабинет с нового устройства. Это не вы? https://bit.ly/claim-541639 (,вход в личный кабинет с нового устройства. это не вы https://bit.ly/claim 541639,DANGEROUS,ru,v10_rus_foundation
Yutuq sohibi bo'ldingiz! 333 000 so'm yutdingiz. https://bit.ly/claim-137504 (,yutuq sohibi bo'ldingiz 333 000 so'm yutdingiz. https://bit.ly/claim 137504,DANGEROUS,uz,v10_uzb_foundation
"Kutilmagan kirish anilandi, tekshiring...",kutilmagan kirish anilandi tekshiring...,SUSPICIOUS,uz,synthetic_suspicious_v1
"NBU: Hisobingizdan 2360,000 so'm yechib olindi! Bekor qilish: http://pochta-uz.com/track=4437763",nbu: hisobingizdan 2360 000 so'm yechib olindi bekor qilish: http://pochta uz.com/track 4437763,DANGEROUS,uz,v10_uzb_foundation
Muvaffaqiyatli to'lov! Miqdor: 30180 so'm. Click,muvaffaqiyatli to'lov miqdor: 30180 so'm. click,SAFE,uz,v10_uzb_foundation
Hisobingizdan shubhali tranzaksiya aniqlandi. Tasdiqlash uchun havolaga o'ting: http://18plus-video.apk/q=6970587,hisobingizdan shubhali tranzaksiya aniqlandi. tasdiqlash uchun havolaga o'ting: http://18plus video .apk /q 6970587,DANGEROUS,uz,v10_uzb_foundation
Hisobingizga 92093 so'm kelib tushdi. Manba: Uzum,hisobingizga 92093 so'm kelib tushdi. manba: uzum,SAFE,uz,v10_uzb_foundation
"And that's fine, I got enough bud to last most of the night at least",and that's fine i got enough bud to last most of the night at least,SAFE,en,v10_eng_foundation
U vas noviy yutuq! 488 000 yutib oldingiz. Claim your prize: http://uz-confirm.com/466315!!,u vas noviy yutuq 488 000 yutib oldingiz. claim your prize: http://uz confirm.com/466315,DANGEROUS,uz,v10_uzb_foundation
What happen dear. Why you silent. I am tensed,what happen dear. why you silent. i am tensed,SAFE,en,v10_eng_foundation
Sizning kartangiz bloklandi. Tasdiqlash uchun: https://t.me/prize_bot/535806!!,sizning kartangiz bloklandi. tasdiqlash uchun: https://t.me/prize_bot/535806,DANGEROUS,uz,v10_uzb_foundation
God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,god created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. now plz dont ask y he created so much gap between legs,SAFE,en,v10_eng_foundation
"Sizning hisobingizdan 980,000 so'm yechib olindi (Ref: 7999). Bekor qilish uchun quyidagi link orqali tasdiqlang: http://bekor-qilish.uz/32",sizning hisobingizdan 980 000 so'm yechib olindi ref: 7999 . bekor qilish uchun quyidagi link orqali tasdiqlang: http://bekor qilish.uz/32,DANGEROUS,uz,v10_uzb_foundation
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,4mths half price orange line rental latest camera phones 4 free. had your phone 11mths call mobilesdirect free on 08000938767 to update now or2stoptxt t cs,SUSPICIOUS,en,v10_eng_foundation
Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,valentines day special win over å 1000 in our quiz and take your partner on the trip of a lifetime send go to 83600 now. 150p/msg rcvd. custcare:08718720201.,SUSPICIOUS,en,v10_eng_foundation
Требеутся обновление данных ваашего профиля..,требеутся обновление данных ваашего профиля..,SUSPICIOUS,ru,synthetic_suspicious_v1
The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,the current leading bid is 151. to pause this auction send out. customer care: 08718726270,SUSPICIOUS,en,v10_eng_foundation
"New rewards available, chheck your eligibility..",new rewards available chheck your eligibility..,SUSPICIOUS,en,synthetic_suspicious_v1
"Bank-online: Sizga 5,000,000 so'm keshbek yozildi. Karta ma'lumotlarini to'ldiring: http://check-user.online",bank online: sizga 5 000 000 so'm keshbek yozildi. karta ma'lumotlarini to'ldiring: http://check user.online,DANGEROUS,uz,v10_uzb_foundation
I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight,i can't believe how attached i am to seeing you every day. i know you will do the best you can to get to me babe. i will go to teach my class at your midnight,SAFE,en,v10_eng_foundation
Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,me too watching surya movie only. . .after 6 pm vijay movie pokkiri,SAFE,en,v10_eng_foundation
Muvaffaqiyatli to'lov! Miqdor: 443700 so'm. Uzum,muvaffaqiyatli to'lov miqdor: 443700 so'm. uzum,SAFE,uz,v10_uzb_foundation
"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.",oh i will get paid. the most outstanding one is for a commercial i did for hasbro...in august they made us jump through so many hoops to get paid. still not.,SAFE,en,v10_eng_foundation
Telegram Premium free! Botga kiring http://pay-check.net/888220!!,telegram premium free botga kiring http://pay check.net/888220,DANGEROUS,en,v10_eng_foundation
tuxum narxi qancha ekan hozir?...,tuxum narxi qancha ekan hozir ...,SAFE,uz,v10_uzb_foundation
Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,sometimes heart remembrs someone very much... forgets someone soon... bcoz heart will not like everyone. but liked ones will be remembered everytime... bslvyl,SAFE,en,v10_eng_foundation
Telegram premium sovg'a claim qiling: http://click-safety.uz/724905...,telegram premium sovg'a claim qiling: http://click safety.uz/724905...,DANGEROUS,uz,v10_uzb_foundation
Diqqat! Akkauntingiz xavf ostida. Tasdiqlash uchun kiring: http://pochta-uz.com/track=3586318,diqqat akkauntingiz xavf ostida. tasdiqlash uchun kiring: http://pochta uz.com/track 3586318,DANGEROUS,uz,v10_uzb_foundation
Uzcard xavfsizlik botiga ulaning va bonus oling: http://pochta-uz.com/track=5184463,uzcard xavfsizlik botiga ulaning va bonus oling: http://pochta uz.com/track 5184463,DANGEROUS,uz,v10_uzb_foundation
U vas noviy yutuq! 781 000 yutib oldingiz. Claim your prize: http://uz-confirm.com/815626 ?,u vas noviy yutuq 781 000 yutib oldingiz. claim your prize: http://uz confirm.com/815626,DANGEROUS,uz,v10_uzb_foundation
Username yoki passwrod xato!,username yoki passwrod xato,SUSPICIOUS,uz,synthetic_suspicious_v1
"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",we know taj mahal as symbol of love. but the other lesser known facts 1. mumtaz was shahjahan's 4th wife out of his 7 wifes. 2. shahjahan killed mumtaz's husband to marry her. 3. mumtaz died in her lt gt th delivery. 4. he then married mumtaz's sister. question arises where the hell is the love : the great hari,SAFE,en,v10_eng_foundation
Bugun 14:30 da ko'rishamiz.?,bugun 14:30 da ko'rishamiz.,SAFE,uz,v10_uzb_foundation
Security alert: Googlega begona kirdi. Please verify login immediately: http://verify-secure.click,security alert: googlega begona kirdi. please verify login immediately: http://verify secure.click,DANGEROUS,en,v10_eng_foundation
Hisobingizga bonus qo'hilishi kutilmoqda...,hisobingizga bonus qo'hilishi kutilmoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1
Where's my boytoy? I miss you ... What happened?,where's my boytoy i miss you ... what happened,SAFE,en,v10_eng_foundation
Moji just informed me that you saved our lives. Thanks.,moji just informed me that you saved our lives. thanks.,SAFE,en,v10_eng_foundation
Kodingiz: 672953. Uni hech qachon begona shaxslarga aytmang!,kodingiz: 672953. uni hech qachon begona shaxslarga aytmang,SAFE,uz,v10_uzb_foundation
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://18plus-video.apk/q=1945982,kartangiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://18plus video .apk /q 1945982,DANGEROUS,uz,v10_uzb_foundation
Haha... They cant what... At the most tmr forfeit... haha so how?,haha... they cant what... at the most tmr forfeit... haha so how,SAFE,en,v10_eng_foundation
Huh means computational science... Y they like dat one push here n there...,huh means computational science... y they like dat one push here n there...,SAFE,en,v10_eng_foundation
Lmao!nice 1,lmao nice 1,SAFE,en,v10_eng_foundation
No..he joined today itself.,no..he joined today itself.,SAFE,en,v10_eng_foundation
shakar narxi qancha ekan hozir?...,shakar narxi qancha ekan hozir ...,SAFE,uz,v10_uzb_foundation
"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",urgent your mobile no. was awarded 2000 bonus caller prize on 5/9/03 this is our final try to contact u call from landline 09064019788 box42wr29c 150ppm,SUSPICIOUS,uz,v10_uzb_foundation
Bugungi majlis 10:15 ga surildi. :),bugungi majlis 10:15 ga surildi. :,SAFE,en,v10_eng_foundation
Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,wanna have a laugh try chit chat on your mobile now logon by txting the word: chat and send it to no: 8883 cm po box 4217 london w1a 6zf 16 118p/msg rcvd,SUSPICIOUS,en,v10_eng_foundation
Yangi video yuklandi 18+ apk yuklab oling: http://bonus-uz.com/id/1206533,yangi video yuklandi 18 apk yuklab oling: http://bonus uz.com/id/1206533,DANGEROUS,en,v10_eng_foundation
Special savings for valued customesr..,special savings for valued customesr..,SUSPICIOUS,en,synthetic_suspicious_v1
tells u 2 call 09066358152 to claim Ã¥Â£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,tells u 2 call 09066358152 to claim ã â 5000 prize. u have 2 enter all ur mobile personal details the prompts. careful,DANGEROUS,uz,v10_uzb_foundation
"Salom, bugun kechroq kelaman",salom bugun kechroq kelaman,SAFE,uz,v10_uzb_foundation
Sizning kartangiz bloklandi. Tasdiqlash uchun: https://bit.ly/claim-569826 ?,sizning kartangiz bloklandi. tasdiqlash uchun: https://bit.ly/claim 569826,DANGEROUS,uz,v10_uzb_foundation
Are you not around or just still asleep? :V,are you not around or just still asleep :v,SAFE,en,v10_eng_foundation
"Bu kodni hech kimga bermang, xodimlarimiz uni so'ramaydi. Kod: 371951",bu kodni hech kimga bermang xodimlarimiz uni so'ramaydi. kod: 371951,SAFE,uz,v10_uzb_foundation
Kechikaman biroz 15:30 da boraman.?,kechikaman biroz 15:30 da boraman.,SAFE,uz,v10_uzb_foundation
Ü no home work to do meh... ,ü no home work to do meh...,SAFE,en,v10_eng_foundation
Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer,becoz its lt gt jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer,SAFE,en,v10_eng_foundation
Sizga 861 000 som perevod keldi. Podtverdite po ssilke: https://bit.ly/claim-988547,sizga 861 000 som perevod keldi. podtverdite po ssilke: https://bit.ly/claim 988547,DANGEROUS,uz,v10_uzb_foundation
"Tizimda sizning nomingiza ro'yxatdan o'tillgan, sizzmisiz!",tizimda sizning nomingiza ro'yxatdan o'tillgan sizzmisiz,SUSPICIOUS,uz,synthetic_suspicious_v1
"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",no shit but i wasn't that surprised so i went and spent the evening with that french guy i met in town here and we fooled around a bit but i didn't let him fuck me,SAFE,en,v10_eng_foundation
Kechikaman biroz 11:30 da boraman. :),kechikaman biroz 11:30 da boraman. :,SAFE,uz,v10_uzb_foundation
Sizga 261002 so'm bonus berildi! Olish uchun: http://lucky-draw.net,sizga 261002 so'm bonus berildi olish uchun: http://lucky draw.net,SUSPICIOUS,uz,v10_uzb_foundation
No probably  &lt;#&gt; %.,no probably lt gt .,SAFE,en,v10_eng_foundation
Sizga davlat subsidiyasi ajratildi. Olish uchun: https://click-auth.uz/code=5162537,sizga davlat subsidiyasi ajratildi. olish uchun: https://click auth.uz/code 5162537,DANGEROUS,uz,v10_uzb_foundation
"Menga 760 000 tashlab ber, ertaga qaytaraman. :)",menga 760 000 tashlab ber ertaga qaytaraman. :,SAFE,uz,v10_uzb_foundation
Hey what happen de. Are you alright.,hey what happen de. are you alright.,SAFE,en,v10_eng_foundation
Hisobingizdan 879 000 yechildi. Bekor qilish https://t.me/prize_bot/292064..,hisobingizdan 879 000 yechildi. bekor qilish https://t.me/prize_bot/292064..,DANGEROUS,uz,v10_uzb_foundation
Normally i use to drink more water daily:),normally i use to drink more water daily:,SAFE,en,v10_eng_foundation
Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,want a new video phone 750 anytime any network mins half price line rental free text for 3 months reply or call 08000930705 for free delivery,SUSPICIOUS,en,v10_eng_foundation
