text,clean_text,label,language,source,is_synthetic,length,has_url,has_number
Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx,hey darlin.. i can pick u up at college if u tell me wen where 2 mt.. love pete xx,SAFE,uz,v10_uzb_foundation,False,84,False,True
Kechikaman biroz 10:30 da boraman. tezroq,kechikaman biroz 10:30 da boraman. tezroq,SAFE,uz,v10_uzb_foundation,False,41,False,True
Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,tell your friends what you plan to do on valentines day lt url gt,SAFE,en,v10_eng_foundation,False,69,False,False
Quick question abot the document you shard..,quick question abot the document you shard..,SUSPICIOUS,en,synthetic_suspicious_v1,True,44,False,False
"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",you've won tkts to the euro2004 cup final or 800 cash to collect call 09058099801 b4190604 pobox 7876150ppm,SUSPICIOUS,en,v10_eng_foundation,False,110,False,True
Bugun 19:30 da ko'rishamiz....,bugun 19:30 da ko'rishamiz....,SAFE,uz,v10_uzb_foundation,False,30,False,True
I sent them. Do you like?,i sent them. do you like,SAFE,en,v10_eng_foundation,False,25,False,False
Ok ok take care. I can understand.,ok ok take care. i can understand.,SAFE,en,v10_eng_foundation,False,34,False,False
"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg Ã¥Â£1.50",oh my god i've found your number again i'm so glad text me back xafter this msgs cst std ntwk chg ã â 1.50,DANGEROUS,en,v10_eng_foundation,False,109,False,True
"Oh... Icic... K lor, den meet other day...",oh... icic... k lor den meet other day...,SAFE,en,v10_eng_foundation,False,42,False,False
Uyga qaytayotganda daftar olib kel. :),uyga qaytayotganda daftar olib kel. :,SAFE,en,v10_eng_foundation,False,38,False,False
OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX,oh fuck. juswoke up in a bed on a boatin the docks. slept wid 25 year old. spinout giv u da gossip l8r. xxx,SAFE,uz,v10_uzb_foundation,False,108,False,True
Where's my boytoy? I miss you ... What happened?,where's my boytoy i miss you ... what happened,SAFE,en,v10_eng_foundation,False,48,False,False
Kechikaman biroz 20:45 da boraman..,kechikaman biroz 20:45 da boraman..,SAFE,uz,v10_uzb_foundation,False,35,False,True
Uzcard xavfsizlik botiga ulaning va bonus oling: https://uz-yutuq.com/p=7181550,uzcard xavfsizlik botiga ulaning va bonus oling: https://uz yutuq.com/p 7181550,DANGEROUS,uz,v10_uzb_foundation,False,79,True,True
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://pochta-uz.com/track=3845097,uyda o'tirib kuniga 50 ishlashni xohlaysizmi botga kiring: http://pochta uz.com/track 3845097,DANGEROUS,uz,v10_uzb_foundation,False,95,True,True
"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?\""ham""",hi. wk been ok on hols now yes on for a bit of a run. forgot that i have hairdressers appointment at four so need to get home n shower beforehand. does that cause prob for u ham,SAFE,uz,v10_uzb_foundation,False,184,False,False
"Davlat tomonidan 4980,000 so'm kompensatsiya ajratildi. Havola orqali tekshiring: http://bit.ly/uz-1814335",davlat tomonidan 4980 000 so'm kompensatsiya ajratildi. havola orqali tekshiring: http://bit.ly/uz 1814335,DANGEROUS,uz,v10_uzb_foundation,False,106,True,True
Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,ok not a problem will get them a taxi. c ing tomorrow and tuesday. on tuesday think we r all going to the cinema.,SAFE,en,v10_eng_foundation,False,115,False,False
Gud ni8 dear..slp well..take care..swt dreams..Muah..,gud ni8 dear..slp well..take care..swt dreams..muah..,SAFE,en,v10_eng_foundation,False,53,False,True
What time. IÛ÷m out until prob 3 or so,what time. i û m out until prob 3 or so,SAFE,en,v10_eng_foundation,False,39,False,True
Чек по операциии доступен для скачивания...,чек по операциии доступен для скачивания...,SUSPICIOUS,ru,synthetic_suspicious_v1,True,43,False,False
Kechikaman biroz 14:15 da boraman....,kechikaman biroz 14:15 da boraman....,SAFE,uz,v10_uzb_foundation,False,37,False,True
From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost å£1.50 min MobcudB more,from next month get upto 50 more calls 4 ur standard network charge 2 activate call 9061100010 c wire3.net 1st4terms pobox84 m26 3uz cost å 1.50 min mobcudb more,SUSPICIOUS,en,v10_eng_foundation,False,162,True,True
Login qilib tekshirib koo'ring..,login qilib tekshirib koo'ring..,SUSPICIOUS,uz,synthetic_suspicious_v1,True,32,False,False
Sizning Agrobank kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: bit.ly/bank-auth?id=15,sizning agrobank kartangiz orqali shubhali tranzaksiya amalga oshirildi. bekor qilish uchun bosing: bit.ly/bank auth id 15,DANGEROUS,uz,v10_uzb_foundation,False,122,False,True
Kartangiz bloklandi. Qayta tiklash uchun malumotlarni kiriting: http://18plus-video.apk/q=2701582,kartangiz bloklandi. qayta tiklash uchun malumotlarni kiriting: http://18plus video .apk /q 2701582,DANGEROUS,uz,v10_uzb_foundation,False,97,True,True
"Tolov rad etildi, qayta urniib ko'ring!",tolov rad etildi qayta urniib ko'ring,SUSPICIOUS,uz,synthetic_suspicious_v1,True,39,False,False
"Xurmatli foydalanuvchi, hisobingiz bo'yiccha savol bor...",xurmatli foydalanuvchi hisobingiz bo'yiccha savol bor...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,57,False,False
Hisobingizga bonus qo'shilishi kutilmoqda...,hisobingizga bonus qo'shilishi kutilmoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,44,False,False
To'lov hollati: kutilmoqda. Tasdiqlang!,to'lov hollati: kutilmoqda. tasdiqlang,SUSPICIOUS,uz,synthetic_suspicious_v1,True,39,False,False
Zavtra v kechga vstrechaemsya. OK,zavtra v kechga vstrechaemsya. ok,SAFE,en,v10_eng_foundation,False,33,False,False
"Adminlar diqqatiga! Kanalga narutka kerakmi? 1000 obunachi 5000 so'm, yozing",adminlar diqqatiga kanalga narutka kerakmi 1000 obunachi 5000 so'm yozing,DANGEROUS,uz,v10_uzb_foundation,False,76,False,True
Списание 538 000 прошло успешно. Отменить: https://bit.ly/claim-593393 ?,списание 538 000 прошло успешно. отменить: https://bit.ly/claim 593393,DANGEROUS,ru,v10_rus_foundation,False,72,True,True
Bugun 15:15 da ko'rishamiz..,bugun 15:15 da ko'rishamiz..,SAFE,uz,v10_uzb_foundation,False,28,False,True
It is only yesterday true true.,it is only yesterday true true.,SAFE,en,v10_eng_foundation,False,31,False,False
Oxirgi tranzaksiyani tasdiqalng iltimos,oxirgi tranzaksiyani tasdiqalng iltimos,SUSPICIOUS,uz,synthetic_suspicious_v1,True,39,False,False
Hisobingizdan 980000 so'm yechib olindi (Kod: 802). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/15,hisobingizdan 980000 so'm yechib olindi kod: 802 . agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor uz.com/15,DANGEROUS,uz,v10_uzb_foundation,False,118,True,True
Ha ha ha good joke. Girls are situation seekers.,ha ha ha good joke. girls are situation seekers.,SAFE,en,v10_eng_foundation,False,48,False,False
Hi:)cts employee how are you?,hi: cts employee how are you,SAFE,en,v10_eng_foundation,False,29,False,False
Hmm ill have to think about it... ok you're forgiven! =D,hmm ill have to think about it... ok you're forgiven d,SAFE,en,v10_eng_foundation,False,56,False,False
kartoshka narxi qancha ekan hozir?.,kartoshka narxi qancha ekan hozir .,SAFE,uz,v10_uzb_foundation,False,35,False,False
WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,win urgent your mobile number has been awarded with a 2000 prize guaranteed call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm,SUSPICIOUS,en,v10_eng_foundation,False,146,False,True
Отдел безопасности: обнаружена подозрительная активность...,отдел безопасности: обнаружена подозрительная активность...,SUSPICIOUS,ru,synthetic_suspicious_v1,True,59,False,False
Click: To'lov xatosi. Kartani qayta bog'lang http://uz-confirm.com/439201 ),click: to'lov xatosi. kartani qayta bog'lang http://uz confirm.com/439201,DANGEROUS,uz,v10_uzb_foundation,False,75,True,True
"(No promises on when though, haven't even gotten dinner yet)",no promises on when though haven't even gotten dinner yet,SAFE,en,v10_eng_foundation,False,60,False,False
Muvaffaqiyatli to'lov! Miqdor: 179441 so'm. Click,muvaffaqiyatli to'lov miqdor: 179441 so'm. click,SAFE,uz,v10_uzb_foundation,False,49,False,True
Uyda o'tirib kuniga 50$ ishlashni xohlaysizmi? Botga kiring: http://18plus-video.apk/q=141713,uyda o'tirib kuniga 50 ishlashni xohlaysizmi botga kiring: http://18plus video .apk /q 141713,DANGEROUS,uz,v10_uzb_foundation,False,93,True,True
Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...,guai... ü shd haf seen him when he's naughty... ü so free today can go jogging...,SAFE,en,v10_eng_foundation,False,82,False,False
"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at å£350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS",u've been selected to stay in 1 of 250 top british hotels for nothing holiday valued at å 350 dial 08712300220 to claim national rate call. bx526 sw73ss,SUSPICIOUS,en,v10_eng_foundation,False,159,False,True
I will send them to your email. Do you mind  &lt;#&gt;  times per night?,i will send them to your email. do you mind lt gt times per night,SAFE,en,v10_eng_foundation,False,72,False,False
"Yangi qurilmadan (Windows PC, Almaty) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: https://profil-tasdiq.com/sms?id=39",yangi qurilmadan windows pc almaty hisobingizga kirish aniqlandi. xavfsizlik uchun tasdiqlash talab qilinadi: https://profil tasdiq.com/sms id 39,DANGEROUS,uz,v10_uzb_foundation,False,148,True,True
Kodingiz: 821337. Uni hech qachon begona shaxslarga aytmang!,kodingiz: 821337. uni hech qachon begona shaxslarga aytmang,SAFE,uz,v10_uzb_foundation,False,60,False,True
Hisobingizdan 286 000 som spisanie. Agar bu siz bo'lmasangiz cancel qiling: https://t.me/prize_bot/632051 -,hisobingizdan 286 000 som spisanie. agar bu siz bo'lmasangiz cancel qiling: https://t.me/prize_bot/632051,DANGEROUS,uz,v10_uzb_foundation,False,107,True,True
"Menga 450 000 tashlab ber, ertaga qaytaraman. :)",menga 450 000 tashlab ber ertaga qaytaraman. :,SAFE,uz,v10_uzb_foundation,False,48,False,True
Hisobingizga 288266 so'm kelib tushdi. Manba: Payme,hisobingizga 288266 so'm kelib tushdi. manba: payme,SAFE,uz,v10_uzb_foundation,False,51,False,True
Davlat subsidiyasi uchun ariza qoldiring http://uz-confirm.com/729111 -,davlat subsidiyasi uchun ariza qoldiring http://uz confirm.com/729111,DANGEROUS,uz,v10_uzb_foundation,False,71,True,True
Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... ,dont flatter yourself... tell that man of mine two pints of carlin in ten minutes please....,SAFE,en,v10_eng_foundation,False,93,False,False
"No worries, hope photo shoot went well. have a spiffing fun at workage. ",no worries hope photo shoot went well. have a spiffing fun at workage.,SAFE,en,v10_eng_foundation,False,72,False,False
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",you are being contacted by our dating service by someone you know to find out who it is call from a land line 09050000928. pobox45w2tg150p,SUSPICIOUS,en,v10_eng_foundation,False,140,False,True
"Menga 688 000 tashlab ber, ertaga qaytaraman. :)",menga 688 000 tashlab ber ertaga qaytaraman. :,SAFE,uz,v10_uzb_foundation,False,48,False,True
Goodnight da thangam I really miss u dear.,goodnight da thangam i really miss u dear.,SAFE,uz,v10_uzb_foundation,False,42,False,False
Importan:t update your profile information...,importan:t update your profile information...,SUSPICIOUS,en,synthetic_suspicious_v1,True,45,False,False
"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",cant believe i said so many things to you this morning when all i really wanted to say was good morning i love you have a beautiful morning. see you in the library later.,SAFE,en,v10_eng_foundation,False,172,False,False
Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,our ride equally uneventful not too many of those pesky cyclists around at that time of night .,SAFE,en,v10_eng_foundation,False,99,False,False
OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,ok i'm waliking ard now... do u wan me 2 buy anything go ur house,SAFE,uz,v10_uzb_foundation,False,66,False,True
She ran off with a younger man. we will make pretty babies together :),she ran off with a younger man. we will make pretty babies together :,SAFE,en,v10_eng_foundation,False,70,False,False
Security update qiling iltimos...,security update qiling iltimos...,SUSPICIOUS,uz,synthetic_suspicious_v1,True,33,False,False
Yutuq sohibi bo'ldingiz! 243 000 so'm yutdingiz. http://pay-check.net/162616 -,yutuq sohibi bo'ldingiz 243 000 so'm yutdingiz. http://pay check.net/162616,DANGEROUS,uz,v10_uzb_foundation,False,78,True,True
Telegram: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://uzum-tasdiq.uz/2,telegram: xavfsizlik tizimi yangilandi. profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://uzum tasdiq.uz/2,DANGEROUS,uz,v10_uzb_foundation,False,126,True,True
"Menga 1000,000 so'm tashlab tura olasanmi?!",menga 1000 000 so'm tashlab tura olasanmi,SAFE,uz,v10_uzb_foundation,False,43,False,True
Kechikaman biroz 16:45 da boraman....,kechikaman biroz 16:45 da boraman....,SAFE,uz,v10_uzb_foundation,False,37,False,True
Û_ and donÛ÷t worry weÛ÷ll have finished by march Û_ ish!,û_ and don û t worry we û ll have finished by march û_ ish,SAFE,uz,v10_uzb_foundation,False,61,False,False
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,u have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on 09065171142 stopsms 08718727870150ppm,SUSPICIOUS,uz,v10_uzb_foundation,False,158,False,True
IÛ÷m parked next to a MINI!!!! When are you coming in today do you think?,i û m parked next to a mini when are you coming in today do you think,SAFE,en,v10_eng_foundation,False,74,False,False
"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",thanx 4 the time we ve spent 2geva its bin mint ur my baby and all i want is u xxxx,SAFE,uz,v10_uzb_foundation,False,85,False,True
Ваша карта заблокирована. Подтвердите по ссылке: https://bit.ly/claim-561431 -,ваша карта заблокирована. подтвердите по ссылке: https://bit.ly/claim 561431,DANGEROUS,ru,v10_rus_foundation,False,78,True,True
Ваша карта заблокирована. Подтвердите по ссылке: http://uz-confirm.com/733167...,ваша карта заблокирована. подтвердите по ссылке: http://uz confirm.com/733167...,DANGEROUS,ru,v10_rus_foundation,False,80,True,True
"Ah, well that confuses things, doesnÛ÷t it?",ah well that confuses things doesn û t it,SAFE,en,v10_eng_foundation,False,44,False,False
