text,clean_text,label,language,source,category
"Buyurmtangiz hoolati o'zgardi, tekshiring...",buyurmtangiz hoolati o'zgardi tekshiring...,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
У вас есть ожидющие действия,у вас есть ожидющие действия,SUSPICIOUS,ru,synthetic_suspicious_v1,curiosity_hooks
Модератор: ваш аккаунт на проверке!,модератор: ваш аккаунт на проверке,SUSPICIOUS,ru,synthetic_suspicious_v1,authority
Bugun ro'yxatdan o'ting va bonus oing...,bugun ro'yxatdan o'ting va bonus oing...,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Akkauntingiz reveiw qilinmoqda,akkauntingiz reveiw qilinmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Новыый запрос на перевод средств..,новыый запрос на перевод средств..,SUSPICIOUS,ru,synthetic_suspicious_v1,financial
"Sinzing buyurtmangiz bo'yicha muammo bor, alooqaga chiqing",sinzing buyurtmangiz bo'yicha muammo bor alooqaga chiqing,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
"Hisobingiz balansi 500,000 so'mdan past!",hisobingiz balansi 500 000 so'mdan past,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Sizning balance tekshirilmoqda..,sizning balance tekshirilmoqda..,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Новый запрос на перевод средств..,новый запрос на перевод средств..,SUSPICIOUS,ru,synthetic_suspicious_v1,financial
"Maxus taklifan foydalaning, vaqt cheklangan...",maxus taklifan foydalaning vaqt cheklangan...,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Profile ni update qilish kerak...,profile ni update qilish kerak...,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
To'lov amalga oshirish ucuhn tasdiqlash kerak!,to'lov amalga oshirish ucuhn tasdiqlash kerak,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Service udate: migration in progress...,service udate: migration in progress...,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Xavfsizlik: oxirgi kirshlar tekshhirilmoqda,xavfsizlik: oxirgi kirshlar tekshhirilmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
"Your resume was forwarded to me, let's taalk!",your resume was forwarded to me let's taalk,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
"Мы нашли информацию на ваше имя, подтердите",мы нашли информацию на ваше имя подтердите,SUSPICIOUS,ru,synthetic_suspicious_v1,social_engineering
"Sizga yangi xabar kelid, teksiring!",sizga yangi xabar kelid teksiring,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
"Maxus taklifdan foydalaning, vaqt chekklangan!",maxus taklifdan foydalaning vaqt chekklangan,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Tizm hissobingizni tekshirish so'ramoqda!,tizm hissobingizni tekshirish so'ramoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Kimdir sizning akkauntingizga kirmoqchi bo'ldi...,kimdir sizning akkauntingizga kirmoqchi bo'ldi...,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
A new deivce siggned into yoru account,a new deivce siggned into yoru account,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
You havve 9 unread messages,you havve 9 unread messages,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
"ЗДРАВСТВУЙТЕ, ЭТО АНН. НАМ НУЖНО ОБСУДИТЬ ВАШ АККУНТ",здравствуйте это анн. нам нужно обсудить ваш аккунт,SUSPICIOUS,ru,synthetic_suspicious_v1,social_engineering
Texnik yordam: tizimga qayta kiring...,texnik yordam: tizimga qayta kiring...,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
"Sizning buyurtmangzi bo'yicha muammo bor, aloqaga chiqing...",sizning buyurtmangzi bo'yicha muammo bor aloqaga chiqing...,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Yoour loyalty points are aobut to expire,yoour loyalty points are aobut to expire,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Akkauntingiz xavfsizlik sabbli tekshirilmoqda!,akkauntingiz xavfsizlik sabbli tekshirilmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
"BUYURMTANGIZ HOLTAI O'ZGARDI, TEKSHIRING",buyurmtangiz holtai o'zgardi tekshiring,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
"Assalomu alaykum, Uzmobile dan qo'ng'iroq bo'ladi, javoob berinng...",assalomu alaykum uzmobile dan qo'ng'iroq bo'ladi javoob berinng...,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Перезвоните по поводу вашего запроса,перезвоните по поводу вашего запроса,SUSPICIOUS,ru,synthetic_suspicious_v1,social_engineering
Akkauntingiz xavfsizlik tekshiruvidan o'tishi loziim!,akkauntingiz xavfsizlik tekshiruvidan o'tishi loziim,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Please verify your account within the next 3 days..,please verify your account within the next 3 days..,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
System administrator: maintneance scheduled!,system administrator: maintneance scheduled,SUSPICIOUS,en,synthetic_suspicious_v1,authority
У вас есть непрочитанное уведомление,у вас есть непрочитанное уведомление,SUSPICIOUS,ru,synthetic_suspicious_v1,curiosity_hooks
Limited-time access available for premium feautres...,limited time access available for premium feautres...,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
To'lov holati: kutilmoqda. Tasdiqlang,to'lov holati: kutilmoqda. tasdiqlang,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Siz masxus chegirma olishingiz mumkin,siz masxus chegirma olishingiz mumkin,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Akkauntingiz uchun 15% chegirmaga haqingiz bro!,akkauntingiz uchun 15 chegirmaga haqingiz bro,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Bugun ro'yxadtan o'ting va bonus oling,bugun ro'yxadtan o'ting va bonus oling,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Bugungi taklif: maxsus bonuus sizni kutmoqda,bugungi taklif: maxsus bonuus sizni kutmoqda,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
SIZNNING ORDER STTATUS YANGILANDI,siznning order sttatus yangilandi,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Hisobingiz temporarily blocked...,hisobingiz temporarily blocked...,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Oirgi faoliyat bo'yicha ogohlantiris!,oirgi faoliyat bo'yicha ogohlantiris,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Iltimos LOGIN QILING VA CONFIRM QILING!,iltimos login qiling va confirm qiling,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
"Salom, sizning raqamingiz Kapitalbank da ro'yxatdan o'tgan..",salom sizning raqamingiz kapitalbank da ro'yxatdan o'tgan..,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Otp kodni verify qiling,otp kodni verify qiling,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Unusual sign-in activity on your account,unusual sign in activity on your account,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Your recent activity has beeen flagged!,your recent activity has beeen flagged,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
"Мы нашли информацию на ваше имя, подтвердите...",мы нашли информацию на ваше имя подтвердите...,SUSPICIOUS,ru,synthetic_suspicious_v1,social_engineering
Action neede:d confirm your identity,action neede:d confirm your identity,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
Kartangiz boshqa qurilmaga ulandi...,kartangiz boshqa qurilmaga ulandi...,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
"Sizga 15,000 s'm cashback berilishi mumkin",sizga 15 000 s'm cashback berilishi mumkin,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Kmidir sizning akkauntingizga kirmoqchi bo'ldi!,kmidir sizning akkauntingizga kirmoqchi bo'ldi,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Username yoki password xtao!,username yoki password xtao,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
"Sizga yaqin oddamdan xbar bor, oching!",sizga yaqin oddamdan xbar bor oching,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
VIP satus olish imkoniyati mavjud...,vip satus olish imkoniyati mavjud...,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Sizga csback ofefr bor,sizga csback ofefr bor,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
"A friend sent you a gif, check it out!",a friend sent you a gif check it out,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Szga bildirishnoma bo!r,szga bildirishnoma bo r,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Proflingiz 3 kun ichida tasdiqlanishi kerk,proflingiz 3 kun ichida tasdiqlanishi kerk,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Verification pendiing for your recent activiyt..,verification pendiing for your recent activiyt..,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
I'm reaching out regarding yuor application,i'm reaching out regarding yuor application,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Hisobingizni verify qilig,hisobingizni verify qilig,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Management: new policy requires your agreement!,management: new policy requires your agreement,SUSPICIOUS,en,synthetic_suspicious_v1,authority
"Sizning buyurtmangiz boyciha muammo bor, aloqaga cihqing...",sizning buyurtmangiz boyciha muammo bor aloqaga cihqing...,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Profile ni update qilish kerak!,profile ni update qilish kerak,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Special promootion ending soon...,special promootion ending soon...,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Akkauntingiz uhun 30% chgirmaga haqingiz bor...,akkauntingiz uhun 30 chgirmaga haqingiz bor...,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
"Iltimos, ma'lumotlaringizni 24 soat ichida tasdiqlang..",iltimos ma'lumotlaringizni 24 soat ichida tasdiqlang..,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
YOR CONTACT WAS LISTED IN OUR DIRECTORY,yor contact was listed in our directory,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
"Action taken on yur behalf, pleease review",action taken on yur behalf pleease review,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Claim your wecme bonus today,claim your wecme bonus today,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Оператор связи: изменения в тарифном плане!,оператор связи: изменения в тарифном плане,SUSPICIOUS,ru,synthetic_suspicious_v1,authority
To'lovingiz qayta ishllash jarayonida...,to'lovingiz qayta ishllash jarayonida...,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Your subscription renewal comes with a bonus,your subscription renewal comes with a bonus,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Your subscription renewal cmees with a bonus...,your subscription renewal cmees with a bonus...,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Oxigi tranzaksiyani tasiqlang iltimos!,oxigi tranzaksiyani tasiqlang iltimos,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
"Hisobignizdan 15,000 so'm yechildi, taniyasizmi...",hisobignizdan 15 000 so'm yechildi taniyasizmi...,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Szining account temporarily suspended...,szining account temporarily suspended...,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Service udate: migration in progress!,service udate: migration in progress,SUSPICIOUS,en,synthetic_suspicious_v1,authority
"New rewards available, chheck your eligibility...",new rewards available chheck your eligibility...,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Administrator: hisobingiz vaqticnha to'xtatildi!,administrator: hisobingiz vaqticnha to'xtatildi,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
"Guurhda sizni eslatishi, tekshiring...",guurhda sizni eslatishi tekshiring...,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
"Sizning profilingiz ko'rildi, kim ekannligini bilasizmi?",sizning profilingiz ko'rildi kim ekannligini bilasizmi,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Sizga UzCard tomonidan maxsus taklif yuborildi,sizga uzcard tomonidan maxsus taklif yuborildi,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
Early access to new features,early access to new features,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Special prmotion ending soo.n..,special prmotion ending soo.n..,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Account reiew: suspicious activity detected,account reiew: suspicious activity detected,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Texnik bo'lim: tizim yangilanishi amalga oshirilmoqda..,texnik bo'lim: tizim yangilanishi amalga oshirilmoqda..,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
"Списание с карты: 50,000 руб. Это вы?",списание с карты: 50 000 руб. это вы,SUSPICIOUS,ru,synthetic_suspicious_v1,financial
"Ваш блнс был обновлен, проверьте..",ваш блнс был обновлен проверьте..,SUSPICIOUS,ru,synthetic_suspicious_v1,financial
NEW SEASONAL OFER WTIING FOR YOU,new seasonal ofer wtiing for you,SUSPICIOUS,en,synthetic_suspicious_v1,promotional
Hisobingizni verfiy qiilng,hisobingizni verfiy qiilng,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Ваше имя фигуурирует в сиске участников!,ваше имя фигуурирует в сиске участников,SUSPICIOUS,ru,synthetic_suspicious_v1,social_engineering
Accunt verification required within 48 hours,accunt verification required within 48 hours,SUSPICIOUS,en,synthetic_suspicious_v1,soft_urgency
"Hisobingiz balansi 50,000 so'madn past...",hisobingiz balansi 50 000 so'madn past...,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
"Asslomu alaykum, Uzmobile dan qo'ng'iroq bo'ladi, javob berinng",asslomu alaykum uzmobile dan qo'ng'iroq bo'ladi javob berinng,SUSPICIOUS,uz,synthetic_suspicious_v1,social_engineering
"Siz 5,000 soo'm miqdorida mukkofot olishinggiz mumkin!",siz 5 000 soo'm miqdorida mukkofot olishinggiz mumkin,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
"Iltims, ma'lumotlaringizni 24 soat ichida tasdiqlang..",iltims ma'lumotlaringizni 24 soat ichida tasdiqlang..,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Hisobingizni ertaga ichida tasdiqlang!,hisobingizni ertaga ichida tasdiqlang,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Bugungi taklif: maxsus bonus sini kutmoqda...,bugungi taklif: maxsus bonus sini kutmoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Service updtae: migration in progress...,service updtae: migration in progress...,SUSPICIOUS,en,synthetic_suspicious_v1,authority
Hisobingizni 24 soat ichida tasdiqlang!,hisobingizni 24 soat ichida tasdiqlang,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Sziga Moderator dan xabra kelldi,sziga moderator dan xabra kelldi,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
Akkountingizga yangi harakat qady qilindi,akkountingizga yangi harakat qady qilindi,SUSPICIOUS,uz,synthetic_suspicious_v1,curiosity_hooks
SIZNINNG ORDER STATUS YANGILANDI!,sizninng order status yangilandi,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Xavfsizlik sabbabli akkauntingizni tekshiring...,xavfsizlik sabbabli akkauntingizni tekshiring...,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
Ma'lumotlaringizni yangilash uchun tizimga kiring,ma'lumotlaringizni yangilash uchun tizimga kiring,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
"We met at the connference, remember me...",we met at the connference remember me...,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Chek your acccount status now...,chek your acccount status now...,SUSPICIOUS,en,synthetic_suspicious_v1,curiosity_hooks
Cheklangan vaqt ichida bonus olish imkoniyati,cheklangan vaqt ichida bonus olish imkoniyati,SUSPICIOUS,uz,synthetic_suspicious_v1,promotional
Hisobigiz xavfsizligi ucchun ma'lumotlaringizni tekhiring,hisobigiz xavfsizligi ucchun ma'lumotlaringizni tekhiring,SUSPICIOUS,uz,synthetic_suspicious_v1,authority
Модертор: ваш аккут на проверке,модертор: ваш аккут на проверке,SUSPICIOUS,ru,synthetic_suspicious_v1,authority
Your colleague asked me to reach out to you!,your colleague asked me to reach out to you,SUSPICIOUS,en,synthetic_suspicious_v1,social_engineering
Oxiig tranzaksiyani tasdiqlang iltimso,oxiig tranzaksiyani tasdiqlang iltimso,SUSPICIOUS,uz,synthetic_suspicious_v1,financial_gray
Payment pending kuutilmoqda...,payment pending kuutilmoqda...,SUSPICIOUS,uz,synthetic_suspicious_v1,mixed_language
Profilingiz faollashtirihs kutmoqdda!,profilingiz faollashtirihs kutmoqdda,SUSPICIOUS,uz,synthetic_suspicious_v1,soft_urgency
