text,normalized_text,label_unified,language_fixed,language_confidence,source_dataset
Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,customer service annoncement. you have a new years delivery waiting for you. please call 07046744435 now to arrange delivery,DANGEROUS,en,high,messages_cleaned.csv
You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,you are a winner u have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,DANGEROUS,en,high,messages_cleaned.csv
Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,keep yourself safe for me because i need you and i miss you already and i envy everyone that see's you in real life,SAFE,en,high,messages_cleaned.csv
New car and house for my parents.:)i have only new job in hand:),new car and house for my parents.:)i have only new job in hand:),SAFE,en,high,messages_cleaned.csv
I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,i'm so in love with you. i'm excited each day i spend with you. you make me so happy.,SAFE,en,high,messages_cleaned.csv
-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,-pls stop bootydelious (32/f) is inviting you to be her friend. reply yes-434 or no-434 see her: www.sms.ac/u/bootydelious stop? send stop frnd to 62468,DANGEROUS,en,high,messages_cleaned.csv
"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu","bangbabes ur order is on the way. u should receive a service msg 2 download ur content. if u do not, goto wap. bangb. tv on ur mobile internet/service menu",DANGEROUS,en,high,messages_cleaned.csv
I place all ur points on e cultures module already.,i place all ur points on e cultures module already.,SAFE,en,high,messages_cleaned.csv
URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,urgent! we are trying to contact you. last weekends draw shows that you have won a £900 prize guaranteed. call 09061701939. claim code s89. valid 12hrs only,DANGEROUS,en,high,messages_cleaned.csv
"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?","hi frnd, which is best way to avoid missunderstding wit our beloved one's?",SAFE,en,high,messages_cleaned.csv
Great escape. I fancy the bridge but needs her lager. See you tomo,great escape. i fancy the bridge but needs her lager. see you tomo,SAFE,en,high,messages_cleaned.csv
Yes :)it completely in out of form:)clark also utter waste.,yes :)it completely in out of form:)clark also utter waste.,SAFE,en,high,messages_cleaned.csv
"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao...","hmmm.. thk sure got time to hop ard... ya, can go 4 free abt... muz call u to discuss liao...",SAFE,en,high,messages_cleaned.csv
What time you coming down later?,what time you coming down later?,SAFE,en,high,messages_cleaned.csv
"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m...","bloody hell, cant believe you forgot my surname mr . ill give u a clue, its spanish and begins with m...",SAFE,en,high,messages_cleaned.csv
"Well, i'm gonna finish my bath now. Have a good...fine night.","well, i'm gonna finish my bath now. have a good...fine night.",SAFE,en,high,messages_cleaned.csv
Let me know when you've got the money so carlos can make the call,let me know when you've got the money so carlos can make the call,SAFE,en,high,messages_cleaned.csv
U still going to the mall?,u still going to the mall?,SAFE,en,high,messages_cleaned.csv
"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth","turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt; worth",SAFE,en,high,messages_cleaned.csv
Text her. If she doesnt reply let me know so i can have her log in,text her. if she doesnt reply let me know so i can have her log in,SAFE,en,high,messages_cleaned.csv
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,hi! you just spoke to maneesha v. we'd like to know if you were satisfied with the experience. reply toll free with yes or no.,SAFE,en,high,messages_cleaned.csv
You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,you lifted my hopes with the offer of money. i am in need. especially when the end of the month approaches and it hurts my studying. anyways have a gr8 weekend,SAFE,en,high,messages_cleaned.csv
Lol no. U can trust me.,lol no. u can trust me.,SAFE,en,high,messages_cleaned.csv
ok. I am a gentleman and will treat you with dignity and respect.,ok. i am a gentleman and will treat you with dignity and respect.,SAFE,en,high,messages_cleaned.csv
"He will, you guys close?","he will, you guys close?",SAFE,en,high,messages_cleaned.csv
Going on nothing great.bye,going on nothing great.bye,SAFE,en,high,messages_cleaned.csv
Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,hello handsome ! are you finding that job ? not being lazy ? working towards getting back that net for mummy ? where's my boytoy now ? does he miss me ?,SAFE,en,high,messages_cleaned.csv
"Haha awesome, be there in a minute","haha awesome, be there in a minute",SAFE,en,high,messages_cleaned.csv
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,please call our customer service representative on freephone 0808 145 4742 between 9am-11pm as you have won a guaranteed £1000 cash or £5000 prize!,DANGEROUS,en,high,messages_cleaned.csv
Have you got Xmas radio times. If not i will get it now,have you got xmas radio times. if not i will get it now,SAFE,en,high,messages_cleaned.csv
I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,i jus reached home. i go bathe first. but my sis using net tell u when she finishes k...,SAFE,en,high,messages_cleaned.csv
Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,are you unique enough? find out from 30th august. www.areyouunique.co.uk,DANGEROUS,en,high,messages_cleaned.csv
I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,i'm sorry. i've joined the league of people that dont keep in touch. you mean a great deal to me. you have been a friend at all times even at great personal cost. do have a great week.|,SAFE,en,high,messages_cleaned.csv
Hi :)finally i completed the course:),hi :)finally i completed the course:),SAFE,en,high,messages_cleaned.csv
It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,it will stop on itself. i however suggest she stays with someone that will be able to give ors for every stool.,SAFE,en,high,messages_cleaned.csv
How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,how are you doing? hope you've settled in for the new school year. just wishin you a gr8 day,SAFE,en,high,messages_cleaned.csv
Gud mrng dear hav a nice day,gud mrng dear hav a nice day,SAFE,en,high,messages_cleaned.csv
Did u got that persons story,did u got that persons story,SAFE,en,high,messages_cleaned.csv
is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?,is your hamster dead? hey so tmr i meet you at 1pm orchard mrt?,SAFE,en,high,messages_cleaned.csv
Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,hi its kate how is your evening? i hope i can see you tomorrow for a bit but i have to bloody babyjontet! txt back if u can. :) xxx,SAFE,en,high,messages_cleaned.csv
"Found it, ENC  &lt;#&gt; , where you at?","found it, enc &lt;#&gt; , where you at?",SAFE,en,high,messages_cleaned.csv
I sent you  &lt;#&gt;  bucks,i sent you &lt;#&gt; bucks,SAFE,en,high,messages_cleaned.csv
Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,hello darlin ive finished college now so txt me when u finish if u can love kate xxx,SAFE,en,high,messages_cleaned.csv
Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,your account has been refilled successfully by inr &lt;decimal&gt; . your keralacircle prepaid account balance is rs &lt;decimal&gt; . your transaction id is kr &lt;#&gt; .,SAFE,en,high,messages_cleaned.csv
Goodmorning sleeping ga.,goodmorning sleeping ga.,SAFE,en,high,messages_cleaned.csv
U call me alter at 11 ok.,u call me alter at 11 ok.,SAFE,en,high,messages_cleaned.csv
Ü say until like dat i dun buy ericsson oso cannot oredi lar...,ü say until like dat i dun buy ericsson oso cannot oredi lar...,SAFE,en,high,messages_cleaned.csv
"Aight yo, dats straight dogg","aight yo, dats straight dogg",SAFE,en,high,messages_cleaned.csv
You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,you please give us connection today itself before &lt;decimal&gt; or refund the bill,SAFE,en,high,messages_cleaned.csv
Both :) i shoot big loads so get ready!,both :) i shoot big loads so get ready!,SAFE,en,high,messages_cleaned.csv
"What's up bruv, hope you had a great break. Do have a rewarding semester.","what's up bruv, hope you had a great break. do have a rewarding semester.",SAFE,en,high,messages_cleaned.csv
Home so we can always chat,home so we can always chat,SAFE,en,high,messages_cleaned.csv
K:)k:)good:)study well.,k:)k:)good:)study well.,SAFE,en,high,messages_cleaned.csv
Yup... How ü noe leh...,yup... how ü noe leh...,SAFE,en,high,messages_cleaned.csv
Sounds great! Are you home now?,sounds great! are you home now?,SAFE,en,high,messages_cleaned.csv
Finally the match heading towards draw as your prediction.,finally the match heading towards draw as your prediction.,SAFE,en,high,messages_cleaned.csv
Tired. I haven't slept well the past few nights.,tired. i haven't slept well the past few nights.,SAFE,en,high,messages_cleaned.csv
Easy ah?sen got selected means its good..,easy ah?sen got selected means its good..,SAFE,en,high,messages_cleaned.csv
I have to take exam with march 3,i have to take exam with march 3,SAFE,en,high,messages_cleaned.csv
Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,yeah you should. i think you can use your gt atm now to register. not sure but if there's anyway i can help let me know. but when you do be sure you are ready.,SAFE,en,high,messages_cleaned.csv
Ok no prob. Take ur time.,ok no prob. take ur time.,SAFE,en,high,messages_cleaned.csv
There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,there is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,SAFE,en,high,messages_cleaned.csv
