text,language_orig,source_dataset,original_label,normalized_text,source_lang_dataset,label_unified,language_detected,language_fixed,language_confidence,is_maj,lp,cp
Pul o'tkazib yubordim,en,master_semantic_dataset_v7.csv,SAFE|UNKNOWN,pul o'tkazib yubordim,en,SAFE,uz,uz,low,True,1,3
"Sizga 4980,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://uz-yutuq.com/p=2034498",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 4980,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://uz-yutuq.com/p=2034498",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 4300,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bonus-uz.com/id/5900071",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 4300,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://bonus-uz.com/id/5900071",en,SUSPICIOUS,uz,uz,low,True,1,3
"Tabriklaymiz siz 2280,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bonus-uz.com/id/5214262",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"tabriklaymiz siz 2280,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bonus-uz.com/id/5214262",en,SUSPICIOUS,uz,uz,low,True,1,3
"Tabriklaymiz siz 3140,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bonus-uz.com/id/1270889",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"tabriklaymiz siz 3140,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bonus-uz.com/id/1270889",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 3770,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://click-auth.uz/code=7819034",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 3770,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://click-auth.uz/code=7819034",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 2020,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://uz-yutuq.com/p=9447814",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 2020,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://uz-yutuq.com/p=9447814",en,SUSPICIOUS,uz,uz,low,True,1,3
"Tabriklaymiz siz 2020,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bonus-uz.com/id/3714508",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"tabriklaymiz siz 2020,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bonus-uz.com/id/3714508",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 180,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://18plus-video.apk/q=270090",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 180,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://18plus-video.apk/q=270090",en,SUSPICIOUS,uz,uz,low,True,1,3
"Tabriklaymiz siz 2860,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bonus-uz.com/id/9962656",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"tabriklaymiz siz 2860,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bonus-uz.com/id/9962656",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 4400,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://pochta-uz.com/track=3832740",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 4400,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://pochta-uz.com/track=3832740",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 3770,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://click-auth.uz/code=2263079",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 3770,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://click-auth.uz/code=2263079",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 3700,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://click-auth.uz/code=250249",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 3700,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://click-auth.uz/code=250249",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 3190,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://click-auth.uz/code=8838101",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 3190,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://click-auth.uz/code=8838101",en,SUSPICIOUS,uz,uz,low,True,1,3
"Tabriklaymiz siz 180,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://18plus-video.apk/q=8934103",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"tabriklaymiz siz 180,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://18plus-video.apk/q=8934103",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 1920,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bonus-uz.com/id/8065895",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 1920,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://bonus-uz.com/id/8065895",en,SUSPICIOUS,uz,uz,low,True,1,3
"Tabriklaymiz siz 430,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://t.me/premium_uz_bot?ref=9350460",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"tabriklaymiz siz 430,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://t.me/premium_uz_bot?ref=9350460",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 4840,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bonus-uz.com/id/5423281",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 4840,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://bonus-uz.com/id/5423281",en,SUSPICIOUS,uz,uz,low,True,1,3
"Tabriklaymiz siz 2280,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bonus-uz.com/id/3926054",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"tabriklaymiz siz 2280,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bonus-uz.com/id/3926054",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 3490,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bit.ly/uz-8153175",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 3490,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://bit.ly/uz-8153175",en,SUSPICIOUS,uz,uz,low,True,1,3
"Tabriklaymiz siz 3880,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bit.ly/uz-7118483",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"tabriklaymiz siz 3880,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bit.ly/uz-7118483",en,SUSPICIOUS,uz,uz,low,True,1,3
"Tabriklaymiz siz 2360,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://click-auth.uz/code=621139",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"tabriklaymiz siz 2360,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://click-auth.uz/code=621139",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 4840,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://18plus-video.apk/q=6430353",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 4840,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://18plus-video.apk/q=6430353",en,SUSPICIOUS,uz,uz,low,True,1,3
"Tabriklaymiz siz 3980,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bit.ly/uz-2024932",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"tabriklaymiz siz 3980,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bit.ly/uz-2024932",en,SUSPICIOUS,uz,uz,low,True,1,3
"Tabriklaymiz siz 2400,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bonus-uz.com/id/1671890",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"tabriklaymiz siz 2400,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bonus-uz.com/id/1671890",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 2990,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=3545983",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 2990,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=3545983",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 3280,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bonus-uz.com/id/7348505",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 3280,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://bonus-uz.com/id/7348505",en,SUSPICIOUS,uz,uz,low,True,1,3
"Tabriklaymiz siz 3230,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://18plus-video.apk/q=9209997",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"tabriklaymiz siz 3230,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://18plus-video.apk/q=9209997",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 2400,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bonus-uz.com/id/871565",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 2400,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://bonus-uz.com/id/871565",en,SUSPICIOUS,uz,uz,low,True,1,3
"Tabriklaymiz siz 3140,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://t.me/premium_uz_bot?ref=1941056",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"tabriklaymiz siz 3140,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://t.me/premium_uz_bot?ref=1941056",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 4200,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bonus-uz.com/id/1093809",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 4200,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://bonus-uz.com/id/1093809",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 3770,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=2346633",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 3770,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=2346633",en,SUSPICIOUS,uz,uz,low,True,1,3
"Tabriklaymiz siz 2580,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bonus-uz.com/id/8518274",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"tabriklaymiz siz 2580,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bonus-uz.com/id/8518274",en,SUSPICIOUS,uz,uz,low,True,1,3
"Tabriklaymiz siz 3490,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bonus-uz.com/id/8776724",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"tabriklaymiz siz 3490,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bonus-uz.com/id/8776724",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 2990,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://pochta-uz.com/track=6638589",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 2990,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://pochta-uz.com/track=6638589",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 4400,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=8620583",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 4400,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=8620583",en,SUSPICIOUS,uz,uz,low,True,1,3
"Tabriklaymiz siz 1650,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://t.me/premium_uz_bot?ref=914451",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"tabriklaymiz siz 1650,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://t.me/premium_uz_bot?ref=914451",en,SUSPICIOUS,uz,uz,low,True,1,3
"Tabriklaymiz siz 430,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bonus-uz.com/id/8700658",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"tabriklaymiz siz 430,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bonus-uz.com/id/8700658",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 2950,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://pochta-uz.com/track=5706261",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 2950,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://pochta-uz.com/track=5706261",en,SUSPICIOUS,uz,uz,low,True,1,3
"Tabriklaymiz siz 2020,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://pochta-uz.com/track=6614993",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"tabriklaymiz siz 2020,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://pochta-uz.com/track=6614993",en,SUSPICIOUS,uz,uz,low,True,1,3
"Tabriklaymiz siz 2950,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://click-auth.uz/code=2280173",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"tabriklaymiz siz 2950,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://click-auth.uz/code=2280173",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 1920,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://pochta-uz.com/track=5628144",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 1920,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://pochta-uz.com/track=5628144",en,SUSPICIOUS,uz,uz,low,True,1,3
"Tabriklaymiz siz 2400,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://pochta-uz.com/track=1465171",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"tabriklaymiz siz 2400,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://pochta-uz.com/track=1465171",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 3140,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bonus-uz.com/id/9667373",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 3140,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://bonus-uz.com/id/9667373",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 3340,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://click-auth.uz/code=4906780",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 3340,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://click-auth.uz/code=4906780",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 4120,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bit.ly/uz-236655",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 4120,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://bit.ly/uz-236655",en,SUSPICIOUS,uz,uz,low,True,1,3
"Tabriklaymiz siz 150,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://uz-yutuq.com/p=9280928",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"tabriklaymiz siz 150,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://uz-yutuq.com/p=9280928",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 4840,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=9170544",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 4840,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=9170544",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 1460,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=9064516",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 1460,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=9064516",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 2990,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://18plus-video.apk/q=8260735",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 2990,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://18plus-video.apk/q=8260735",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 2360,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://pochta-uz.com/track=8190362",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 2360,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://pochta-uz.com/track=8190362",en,SUSPICIOUS,uz,uz,low,True,1,3
"Tabriklaymiz siz 3490,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://click-auth.uz/code=604561",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"tabriklaymiz siz 3490,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://click-auth.uz/code=604561",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 4300,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://click-auth.uz/code=3857669",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 4300,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://click-auth.uz/code=3857669",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 2420,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://18plus-video.apk/q=7551228",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 2420,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://18plus-video.apk/q=7551228",en,SUSPICIOUS,uz,uz,low,True,1,3
"Tabriklaymiz siz 700,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://t.me/premium_uz_bot?ref=3370776",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"tabriklaymiz siz 700,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://t.me/premium_uz_bot?ref=3370776",en,SUSPICIOUS,uz,uz,low,True,1,3
"Tabriklaymiz siz 3700,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://18plus-video.apk/q=19213",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"tabriklaymiz siz 3700,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://18plus-video.apk/q=19213",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 2020,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=8902156",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 2020,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=8902156",en,SUSPICIOUS,uz,uz,low,True,1,3
"Tabriklaymiz siz 2020,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://18plus-video.apk/q=1997744",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"tabriklaymiz siz 2020,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://18plus-video.apk/q=1997744",en,SUSPICIOUS,uz,uz,low,True,1,3
"Tabriklaymiz siz 3770,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bit.ly/uz-9364627",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"tabriklaymiz siz 3770,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bit.ly/uz-9364627",en,SUSPICIOUS,uz,uz,low,True,1,3
"Tabriklaymiz siz 2400,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://click-auth.uz/code=1363767",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"tabriklaymiz siz 2400,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://click-auth.uz/code=1363767",en,SUSPICIOUS,uz,uz,low,True,1,3
"Tabriklaymiz siz 4680,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://t.me/premium_uz_bot?ref=4652478",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"tabriklaymiz siz 4680,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://t.me/premium_uz_bot?ref=4652478",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 4400,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=2811414",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 4400,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=2811414",en,SUSPICIOUS,uz,uz,low,True,1,3
"Tabriklaymiz siz 4300,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bonus-uz.com/id/7641924",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"tabriklaymiz siz 4300,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bonus-uz.com/id/7641924",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 900,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: http://bonus-uz.com/id/4734883",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 900,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: http://bonus-uz.com/id/4734883",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 2420,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://uz-yutuq.com/p=4885247",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 2420,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://uz-yutuq.com/p=4885247",en,SUSPICIOUS,uz,uz,low,True,1,3
"Tabriklaymiz siz 4980,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://click-auth.uz/code=8212897",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"tabriklaymiz siz 4980,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://click-auth.uz/code=8212897",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 3230,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://uz-yutuq.com/p=847583",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 3230,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://uz-yutuq.com/p=847583",en,SUSPICIOUS,uz,uz,low,True,1,3
"Tabriklaymiz siz 2280,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: https://t.me/premium_uz_bot?ref=6996992",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"tabriklaymiz siz 2280,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: https://t.me/premium_uz_bot?ref=6996992",en,SUSPICIOUS,uz,uz,low,True,1,3
"Tabriklaymiz siz 2280,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bit.ly/uz-7887361",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"tabriklaymiz siz 2280,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bit.ly/uz-7887361",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 900,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://uz-yutuq.com/p=3877484",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 900,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://uz-yutuq.com/p=3877484",en,SUSPICIOUS,uz,uz,low,True,1,3
"Tabriklaymiz siz 3490,000 so'm yutib oldingiz. Pulni olish uchun havolaga kiring: http://bonus-uz.com/id/7828408",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"tabriklaymiz siz 3490,000 so'm yutib oldingiz. pulni olish uchun havolaga kiring: http://bonus-uz.com/id/7828408",en,SUSPICIOUS,uz,uz,low,True,1,3
"Sizga 2030,000 so'm pul o'tkazmasi keldi. Qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=8664320",en,master_semantic_dataset_v7.csv,SUSPICIOUS|UNKNOWN,"sizga 2030,000 so'm pul o'tkazmasi keldi. qabul qilish uchun linkni bosing: https://t.me/premium_uz_bot?ref=8664320",en,SUSPICIOUS,uz,uz,low,True,1,3
