text,language_orig,source_dataset,original_label,normalized_text,source_lang_dataset,label_unified,language_detected,language_fixed,language_confidence
"Click: 20,000 so'm yutib oldingiz! Havolani bosing: click-bonus2.uz",uz,messages_cleaned_v2.csv,scam,"click: 20,000 so'm yutib oldingiz! havolani bosing: click-bonus2.uz",uz,DANGEROUS,en,en,low
"Click: 30,000 so'm yutib oldingiz! Havolani bosing: click-bonus3.uz",uz,messages_cleaned_v2.csv,scam,"click: 30,000 so'm yutib oldingiz! havolani bosing: click-bonus3.uz",uz,DANGEROUS,en,en,low
"Click: 40,000 so'm yutib oldingiz! Havolani bosing: click-bonus4.uz",uz,messages_cleaned_v2.csv,scam,"click: 40,000 so'm yutib oldingiz! havolani bosing: click-bonus4.uz",uz,DANGEROUS,en,en,low
"Click: 50,000 so'm yutib oldingiz! Havolani bosing: click-bonus5.uz",uz,messages_cleaned_v2.csv,scam,"click: 50,000 so'm yutib oldingiz! havolani bosing: click-bonus5.uz",uz,DANGEROUS,en,en,low
"Click: 60,000 so'm yutib oldingiz! Havolani bosing: click-bonus6.uz",uz,messages_cleaned_v2.csv,scam,"click: 60,000 so'm yutib oldingiz! havolani bosing: click-bonus6.uz",uz,DANGEROUS,en,en,low
"Click: 70,000 so'm yutib oldingiz! Havolani bosing: click-bonus7.uz",uz,messages_cleaned_v2.csv,scam,"click: 70,000 so'm yutib oldingiz! havolani bosing: click-bonus7.uz",uz,DANGEROUS,en,en,low
"Click: 80,000 so'm yutib oldingiz! Havolani bosing: click-bonus8.uz",uz,messages_cleaned_v2.csv,scam,"click: 80,000 so'm yutib oldingiz! havolani bosing: click-bonus8.uz",uz,DANGEROUS,en,en,low
"Click: 90,000 so'm yutib oldingiz! Havolani bosing: click-bonus9.uz",uz,messages_cleaned_v2.csv,scam,"click: 90,000 so'm yutib oldingiz! havolani bosing: click-bonus9.uz",uz,DANGEROUS,en,en,low
"Click: 100,000 so'm yutib oldingiz! Havolani bosing: click-bonus10.uz",uz,messages_cleaned_v2.csv,scam,"click: 100,000 so'm yutib oldingiz! havolani bosing: click-bonus10.uz",uz,DANGEROUS,en,en,low
"Click: 110,000 so'm yutib oldingiz! Havolani bosing: click-bonus11.uz",uz,messages_cleaned_v2.csv,scam,"click: 110,000 so'm yutib oldingiz! havolani bosing: click-bonus11.uz",uz,DANGEROUS,en,en,low
"Click: 120,000 so'm yutib oldingiz! Havolani bosing: click-bonus12.uz",uz,messages_cleaned_v2.csv,scam,"click: 120,000 so'm yutib oldingiz! havolani bosing: click-bonus12.uz",uz,DANGEROUS,en,en,low
"Click: 130,000 so'm yutib oldingiz! Havolani bosing: click-bonus13.uz",uz,messages_cleaned_v2.csv,scam,"click: 130,000 so'm yutib oldingiz! havolani bosing: click-bonus13.uz",uz,DANGEROUS,en,en,low
"Click: 140,000 so'm yutib oldingiz! Havolani bosing: click-bonus14.uz",uz,messages_cleaned_v2.csv,scam,"click: 140,000 so'm yutib oldingiz! havolani bosing: click-bonus14.uz",uz,DANGEROUS,en,en,low
"Click: 150,000 so'm yutib oldingiz! Havolani bosing: click-bonus15.uz",uz,messages_cleaned_v2.csv,scam,"click: 150,000 so'm yutib oldingiz! havolani bosing: click-bonus15.uz",uz,DANGEROUS,en,en,low
"Click: 160,000 so'm yutib oldingiz! Havolani bosing: click-bonus16.uz",uz,messages_cleaned_v2.csv,scam,"click: 160,000 so'm yutib oldingiz! havolani bosing: click-bonus16.uz",uz,DANGEROUS,en,en,low
"Click: 170,000 so'm yutib oldingiz! Havolani bosing: click-bonus17.uz",uz,messages_cleaned_v2.csv,scam,"click: 170,000 so'm yutib oldingiz! havolani bosing: click-bonus17.uz",uz,DANGEROUS,en,en,low
"Click: 180,000 so'm yutib oldingiz! Havolani bosing: click-bonus18.uz",uz,messages_cleaned_v2.csv,scam,"click: 180,000 so'm yutib oldingiz! havolani bosing: click-bonus18.uz",uz,DANGEROUS,en,en,low
"Click: 190,000 so'm yutib oldingiz! Havolani bosing: click-bonus19.uz",uz,messages_cleaned_v2.csv,scam,"click: 190,000 so'm yutib oldingiz! havolani bosing: click-bonus19.uz",uz,DANGEROUS,en,en,low
Bank kartangiz 1 kun ichida bloklanadi. Parolni yangilang: xavf-bank1.uz,uz,messages_cleaned_v2.csv,scam,bank kartangiz 1 kun ichida bloklanadi. parolni yangilang: xavf-bank1.uz,uz,DANGEROUS,en,en,low
Bank kartangiz 2 kun ichida bloklanadi. Parolni yangilang: xavf-bank2.uz,uz,messages_cleaned_v2.csv,scam,bank kartangiz 2 kun ichida bloklanadi. parolni yangilang: xavf-bank2.uz,uz,DANGEROUS,en,en,low
Bank kartangiz 3 kun ichida bloklanadi. Parolni yangilang: xavf-bank3.uz,uz,messages_cleaned_v2.csv,scam,bank kartangiz 3 kun ichida bloklanadi. parolni yangilang: xavf-bank3.uz,uz,DANGEROUS,en,en,low
Bank kartangiz 4 kun ichida bloklanadi. Parolni yangilang: xavf-bank4.uz,uz,messages_cleaned_v2.csv,scam,bank kartangiz 4 kun ichida bloklanadi. parolni yangilang: xavf-bank4.uz,uz,DANGEROUS,en,en,low
Bank kartangiz 5 kun ichida bloklanadi. Parolni yangilang: xavf-bank5.uz,uz,messages_cleaned_v2.csv,scam,bank kartangiz 5 kun ichida bloklanadi. parolni yangilang: xavf-bank5.uz,uz,DANGEROUS,en,en,low
Bank kartangiz 6 kun ichida bloklanadi. Parolni yangilang: xavf-bank6.uz,uz,messages_cleaned_v2.csv,scam,bank kartangiz 6 kun ichida bloklanadi. parolni yangilang: xavf-bank6.uz,uz,DANGEROUS,en,en,low
Bank kartangiz 7 kun ichida bloklanadi. Parolni yangilang: xavf-bank7.uz,uz,messages_cleaned_v2.csv,scam,bank kartangiz 7 kun ichida bloklanadi. parolni yangilang: xavf-bank7.uz,uz,DANGEROUS,en,en,low
Bank kartangiz 8 kun ichida bloklanadi. Parolni yangilang: xavf-bank8.uz,uz,messages_cleaned_v2.csv,scam,bank kartangiz 8 kun ichida bloklanadi. parolni yangilang: xavf-bank8.uz,uz,DANGEROUS,en,en,low
Bank kartangiz 9 kun ichida bloklanadi. Parolni yangilang: xavf-bank9.uz,uz,messages_cleaned_v2.csv,scam,bank kartangiz 9 kun ichida bloklanadi. parolni yangilang: xavf-bank9.uz,uz,DANGEROUS,en,en,low
Bank kartangiz 10 kun ichida bloklanadi. Parolni yangilang: xavf-bank10.uz,uz,messages_cleaned_v2.csv,scam,bank kartangiz 10 kun ichida bloklanadi. parolni yangilang: xavf-bank10.uz,uz,DANGEROUS,en,en,low
Bank kartangiz 11 kun ichida bloklanadi. Parolni yangilang: xavf-bank11.uz,uz,messages_cleaned_v2.csv,scam,bank kartangiz 11 kun ichida bloklanadi. parolni yangilang: xavf-bank11.uz,uz,DANGEROUS,en,en,low
Bank kartangiz 12 kun ichida bloklanadi. Parolni yangilang: xavf-bank12.uz,uz,messages_cleaned_v2.csv,scam,bank kartangiz 12 kun ichida bloklanadi. parolni yangilang: xavf-bank12.uz,uz,DANGEROUS,en,en,low
Bank kartangiz 13 kun ichida bloklanadi. Parolni yangilang: xavf-bank13.uz,uz,messages_cleaned_v2.csv,scam,bank kartangiz 13 kun ichida bloklanadi. parolni yangilang: xavf-bank13.uz,uz,DANGEROUS,en,en,low
Bank kartangiz 14 kun ichida bloklanadi. Parolni yangilang: xavf-bank14.uz,uz,messages_cleaned_v2.csv,scam,bank kartangiz 14 kun ichida bloklanadi. parolni yangilang: xavf-bank14.uz,uz,DANGEROUS,en,en,low
Aksiya! 10 GB bepul internet. Faollashtirish uchun: beeline-net10.uz,uz,messages_cleaned_v2.csv,scam,aksiya! 10 gb bepul internet. faollashtirish uchun: beeline-net10.uz,uz,DANGEROUS,en,en,low
Aksiya! 20 GB bepul internet. Faollashtirish uchun: beeline-net20.uz,uz,messages_cleaned_v2.csv,scam,aksiya! 20 gb bepul internet. faollashtirish uchun: beeline-net20.uz,uz,DANGEROUS,en,en,low
Aksiya! 30 GB bepul internet. Faollashtirish uchun: beeline-net30.uz,uz,messages_cleaned_v2.csv,scam,aksiya! 30 gb bepul internet. faollashtirish uchun: beeline-net30.uz,uz,DANGEROUS,en,en,low
Aksiya! 40 GB bepul internet. Faollashtirish uchun: beeline-net40.uz,uz,messages_cleaned_v2.csv,scam,aksiya! 40 gb bepul internet. faollashtirish uchun: beeline-net40.uz,uz,DANGEROUS,en,en,low
Aksiya! 50 GB bepul internet. Faollashtirish uchun: beeline-net50.uz,uz,messages_cleaned_v2.csv,scam,aksiya! 50 gb bepul internet. faollashtirish uchun: beeline-net50.uz,uz,DANGEROUS,en,en,low
Aksiya! 60 GB bepul internet. Faollashtirish uchun: beeline-net60.uz,uz,messages_cleaned_v2.csv,scam,aksiya! 60 gb bepul internet. faollashtirish uchun: beeline-net60.uz,uz,DANGEROUS,en,en,low
Aksiya! 70 GB bepul internet. Faollashtirish uchun: beeline-net70.uz,uz,messages_cleaned_v2.csv,scam,aksiya! 70 gb bepul internet. faollashtirish uchun: beeline-net70.uz,uz,DANGEROUS,en,en,low
Aksiya! 80 GB bepul internet. Faollashtirish uchun: beeline-net80.uz,uz,messages_cleaned_v2.csv,scam,aksiya! 80 gb bepul internet. faollashtirish uchun: beeline-net80.uz,uz,DANGEROUS,en,en,low
Aksiya! 90 GB bepul internet. Faollashtirish uchun: beeline-net90.uz,uz,messages_cleaned_v2.csv,scam,aksiya! 90 gb bepul internet. faollashtirish uchun: beeline-net90.uz,uz,DANGEROUS,en,en,low
"1xBet: Yana yutuqlar. Akkauntga 500,000 so'm bonus berildi! Kiring",uz,messages_cleaned_v2.csv,scam,"1xbet: yana yutuqlar. akkauntga 500,000 so'm bonus berildi! kiring",uz,DANGEROUS,en,en,low
"1xBet: Yana yutuqlar. Akkauntga 1000,000 so'm bonus berildi! Kiring",uz,messages_cleaned_v2.csv,scam,"1xbet: yana yutuqlar. akkauntga 1000,000 so'm bonus berildi! kiring",uz,DANGEROUS,en,en,low
"1xBet: Yana yutuqlar. Akkauntga 1500,000 so'm bonus berildi! Kiring",uz,messages_cleaned_v2.csv,scam,"1xbet: yana yutuqlar. akkauntga 1500,000 so'm bonus berildi! kiring",uz,DANGEROUS,en,en,low
"1xBet: Yana yutuqlar. Akkauntga 2000,000 so'm bonus berildi! Kiring",uz,messages_cleaned_v2.csv,scam,"1xbet: yana yutuqlar. akkauntga 2000,000 so'm bonus berildi! kiring",uz,DANGEROUS,en,en,low
"1xBet: Yana yutuqlar. Akkauntga 2500,000 so'm bonus berildi! Kiring",uz,messages_cleaned_v2.csv,scam,"1xbet: yana yutuqlar. akkauntga 2500,000 so'm bonus berildi! kiring",uz,DANGEROUS,en,en,low
"1xBet: Yana yutuqlar. Akkauntga 3000,000 so'm bonus berildi! Kiring",uz,messages_cleaned_v2.csv,scam,"1xbet: yana yutuqlar. akkauntga 3000,000 so'm bonus berildi! kiring",uz,DANGEROUS,en,en,low
"1xBet: Yana yutuqlar. Akkauntga 3500,000 so'm bonus berildi! Kiring",uz,messages_cleaned_v2.csv,scam,"1xbet: yana yutuqlar. akkauntga 3500,000 so'm bonus berildi! kiring",uz,DANGEROUS,en,en,low
"1xBet: Yana yutuqlar. Akkauntga 4000,000 so'm bonus berildi! Kiring",uz,messages_cleaned_v2.csv,scam,"1xbet: yana yutuqlar. akkauntga 4000,000 so'm bonus berildi! kiring",uz,DANGEROUS,en,en,low
"1xBet: Yana yutuqlar. Akkauntga 4500,000 so'm bonus berildi! Kiring",uz,messages_cleaned_v2.csv,scam,"1xbet: yana yutuqlar. akkauntga 4500,000 so'm bonus berildi! kiring",uz,DANGEROUS,en,en,low
Malibu yutdingiz! Sizning nomer tanlandi,uz,messages_cleaned_v2.csv,scam,malibu yutdingiz! sizning nomer tanlandi,uz,DANGEROUS,en,en,low
Kredit tasdiqlandi. 50 mln so'm olish,uz,messages_cleaned_v2.csv,scam,kredit tasdiqlandi. 50 mln so'm olish,uz,DANGEROUS,en,en,low
UZCARD blokka tushdi. Ma'lumot bering,uz,messages_cleaned_v2.csv,scam,uzcard blokka tushdi. ma'lumot bering,uz,DANGEROUS,en,en,low
Sizga jarima keldi. YHXX to'lov sayti,uz,messages_cleaned_v2.csv,scam,sizga jarima keldi. yhxx to'lov sayti,uz,DANGEROUS,en,en,low
O'zbekiston yutuqlar fondi: g'olibsiz,uz,messages_cleaned_v2.csv,scam,o'zbekiston yutuqlar fondi: g'olibsiz,uz,DANGEROUS,en,en,low
Darhol tasdiqlang. Parolingiz o'zgardi,uz,messages_cleaned_v2.csv,scam,darhol tasdiqlang. parolingiz o'zgardi,uz,DANGEROUS,en,en,low
Karta ma'lumotlaringiz oshkor bo'ldi,uz,messages_cleaned_v2.csv,scam,karta ma'lumotlaringiz oshkor bo'ldi,uz,DANGEROUS,en,en,low
Yordam bering ssilkani bosing,uz,messages_cleaned_v2.csv,scam,yordam bering ssilkani bosing,uz,DANGEROUS,en,en,low
Telefon orqali oddiy ish. Kuniga 200 ming,uz,messages_cleaned_v2.csv,scam,telefon orqali oddiy ish. kuniga 200 ming,uz,DANGEROUS,en,en,low
Politsiya bo'limidan yozamiz jarima,uz,messages_cleaned_v2.csv,scam,politsiya bo'limidan yozamiz jarima,uz,DANGEROUS,en,en,low
Qabul qilindi! Bepul vizaga ega bo'ldingiz,uz,messages_cleaned_v2.csv,scam,qabul qilindi! bepul vizaga ega bo'ldingiz,uz,DANGEROUS,en,en,low
"Amazon: Pochtada muammo, to'lov qiling",uz,messages_cleaned_v2.csv,scam,"amazon: pochtada muammo, to'lov qiling",uz,DANGEROUS,en,en,low
AliExpress bojxona yig'imi. Shuni bosing,uz,messages_cleaned_v2.csv,scam,aliexpress bojxona yig'imi. shuni bosing,uz,DANGEROUS,en,en,low
Bitcoin sotib oling va boy bo'ling,uz,messages_cleaned_v2.csv,scam,bitcoin sotib oling va boy bo'ling,uz,DANGEROUS,en,en,low
"Eksklyuziv taklif, darhol bosing",uz,messages_cleaned_v2.csv,scam,"eksklyuziv taklif, darhol bosing",uz,DANGEROUS,en,en,low
Guruhga yangi a'zolarni qo'shmanglar iltimos,uz,messages_cleaned_v2.csv,ham,guruhga yangi a'zolarni qo'shmanglar iltimos,uz,SAFE,en,en,low
"Faylni yuklab oldim, rahmat",uz,messages_cleaned_v2.csv,ham,"faylni yuklab oldim, rahmat",uz,SAFE,en,en,low
Guruhimiz qizlarini 8-mart bilan tabriklayman,uz,messages_cleaned_v2.csv,ham,guruhimiz qizlarini 8-mart bilan tabriklayman,uz,SAFE,en,en,low
Dars qachon tugaydi o'zi?,uz,messages_cleaned_v2.csv,ham,dars qachon tugaydi o'zi?,uz,SAFE,en,en,low
Stadionda soat 7 da yig'ilamiz,uz,messages_cleaned_v2.csv,ham,stadionda soat 7 da yig'ilamiz,uz,SAFE,en,en,low
Uydagilar bilan maslahatlashib aytaman,uz,messages_cleaned_v2.csv,ham,uydagilar bilan maslahatlashib aytaman,uz,SAFE,en,en,low
Kim pythonni zo'r biladi? Savol bor edi,uz,messages_cleaned_v2.csv,ham,kim pythonni zo'r biladi? savol bor edi,uz,SAFE,en,en,low
Rasmga tushib guruhga tashlab qo'yinglar,uz,messages_cleaned_v2.csv,ham,rasmga tushib guruhga tashlab qo'yinglar,uz,SAFE,en,en,low
"Ob havo sovuq bo'lyapti, issiq kiyinib oling",uz,messages_cleaned_v2.csv,ham,"ob havo sovuq bo'lyapti, issiq kiyinib oling",uz,SAFE,en,en,low
Kanaldagi yangiliklarni o'qidingizmi?,uz,messages_cleaned_v2.csv,ham,kanaldagi yangiliklarni o'qidingizmi?,uz,SAFE,en,en,low
Javobingiz uchun katta rahmat!,uz,messages_cleaned_v2.csv,ham,javobingiz uchun katta rahmat!,uz,SAFE,en,en,low
"Oq yo'l, yaxshi yetib boring",uz,messages_cleaned_v2.csv,ham,"oq yo'l, yaxshi yetib boring",uz,SAFE,en,en,low
"Yangi kino chiqibdi, ko'rdinglarmi?",uz,messages_cleaned_v2.csv,ham,"yangi kino chiqibdi, ko'rdinglarmi?",uz,SAFE,en,en,low
Ovozlarga ishonib bo'lmaydi hozirgi paytda,uz,messages_cleaned_v2.csv,ham,ovozlarga ishonib bo'lmaydi hozirgi paytda,uz,SAFE,en,en,low
"Kichkina qizcham tug'ildi, duo qilib qo'yinglar!",uz,messages_cleaned_v2.csv,ham,"kichkina qizcham tug'ildi, duo qilib qo'yinglar!",uz,SAFE,en,en,low
"Yandexdan jo'natvordim, chiqib olin",uz,messages_cleaned_v2.csv,ham,"yandexdan jo'natvordim, chiqib olin",uz,SAFE,en,en,low
To'lovni payme dan qilsam bo'ladimi?,uz,messages_cleaned_v2.csv,ham,to'lovni payme dan qilsam bo'ladimi?,uz,SAFE,en,en,low
Sizga bepul Telegram Premium sovg'a qilishdi! Olish uchun linkni bosing: t.me/premium-fake-bot,uz,messages_cleaned_v2.csv,scam,sizga bepul telegram premium sovg'a qilishdi! olish uchun linkni bosing: t.me/premium-fake-bot,uz,DANGEROUS,en,en,low
"Assalomu alaykum, onam reanimatsiyaga tushib qoldi. Iltimos kartaga ozgina bo'lsa ham yordam bering",uz,messages_cleaned_v2.csv,scam,"assalomu alaykum, onam reanimatsiyaga tushib qoldi. iltimos kartaga ozgina bo'lsa ham yordam bering",uz,DANGEROUS,en,en,low
Kriptovalyutaga sarmoya kiriting va har kuni 20% foyda oling! Yozing @scammer_crypto,uz,messages_cleaned_v2.csv,scam,kriptovalyutaga sarmoya kiriting va har kuni 20% foyda oling! yozing @scammer_crypto,uz,DANGEROUS,en,en,low
Sizning nomingizdan noqonuniy harakatlar sodir etildi. MXX tomonidan jinoiy ish ochilgan. Batafsil: havola,uz,messages_cleaned_v2.csv,scam,sizning nomingizdan noqonuniy harakatlar sodir etildi. mxx tomonidan jinoiy ish ochilgan. batafsil: havola,uz,DANGEROUS,en,en,low
Erotik videolar guruhiga qo'shiling. VIP kirish faqat bugun bepul: t.me/fake-adult-channel,uz,messages_cleaned_v2.csv,scam,erotik videolar guruhiga qo'shiling. vip kirish faqat bugun bepul: t.me/fake-adult-channel,uz,DANGEROUS,en,en,low
Klik ilovasidan ro'yxatdan o'ting va 50 ming so'm bonus oling. Referal link orqali kiring,uz,messages_cleaned_v2.csv,scam,klik ilovasidan ro'yxatdan o'ting va 50 ming so'm bonus oling. referal link orqali kiring,uz,DANGEROUS,en,en,low
Avtodomdan Cobalt yutib oling! Faqat botga azo boling va raqamingizni tasdiqlang,uz,messages_cleaned_v2.csv,scam,avtodomdan cobalt yutib oling! faqat botga azo boling va raqamingizni tasdiqlang,uz,DANGEROUS,en,en,low
Bu rasmni ochmang! Rasm ko'rinishida virus tarqalyapti (shu faylni ozingiz oching: image.apk),uz,messages_cleaned_v2.csv,scam,bu rasmni ochmang! rasm ko'rinishida virus tarqalyapti (shu faylni ozingiz oching: image.apk),uz,DANGEROUS,en,en,low
Shu botga kirsangiz kim sizni nomerizni qanaqa nom bilan saqlaganini ko'rasiz!,uz,messages_cleaned_v2.csv,scam,shu botga kirsangiz kim sizni nomerizni qanaqa nom bilan saqlaganini ko'rasiz!,uz,DANGEROUS,en,en,low
Xotin-qizlar uchun davlatdan moddiy yordam tarqatilyapti. Formani to'ldiring: moddiy-yordam.xyz,uz,messages_cleaned_v2.csv,scam,xotin-qizlar uchun davlatdan moddiy yordam tarqatilyapti. formani to'ldiring: moddiy-yordam.xyz,uz,DANGEROUS,en,en,low
"Prezident qarori bilan barcha talabalarga 500,000 so'mdan bepul yordam puli tarqatilmoqda. Link:",uz,messages_cleaned_v2.csv,scam,"prezident qarori bilan barcha talabalarga 500,000 so'mdan bepul yordam puli tarqatilmoqda. link:",uz,DANGEROUS,en,en,low
Haj safariga bepul yo'llanma yutib oling. Musulmon birodarlarimiz uchun maxsus aksiya!,uz,messages_cleaned_v2.csv,scam,haj safariga bepul yo'llanma yutib oling. musulmon birodarlarimiz uchun maxsus aksiya!,uz,DANGEROUS,en,en,low
Kartangizdan 50 ming yechildi (Click/Payme). Bekor qilish uchun: click-uz.support.com,uz,messages_cleaned_v2.csv,scam,kartangizdan 50 ming yechildi (click/payme). bekor qilish uchun: click-uz.support.com,uz,DANGEROUS,en,en,low
"Adminlar diqqatiga! Kanalga narutka kerakmi? 1000 obunachi 5000 so'm, yozing",uz,messages_cleaned_v2.csv,scam,"adminlar diqqatiga! kanalga narutka kerakmi? 1000 obunachi 5000 so'm, yozing",uz,DANGEROUS,en,en,low
Ismoilov Daler 2 yoshda. Operatsiyaga 50.000$ kerak. Iltimos ehson qiling...,uz,messages_cleaned_v2.csv,scam,ismoilov daler 2 yoshda. operatsiyaga 50.000$ kerak. iltimos ehson qiling...,uz,DANGEROUS,en,en,low
"Bepul V-Bucks, UC va olmoslar! PUBG, FreeFire o'yinchilari uchun: free-uc.xyz",uz,messages_cleaned_v2.csv,scam,"bepul v-bucks, uc va olmoslar! pubg, freefire o'yinchilari uchun: free-uc.xyz",uz,DANGEROUS,en,en,low
Xayrli kun. Sizning maoshi kammi? Men oyiga 5000$ topaman. Qanday? Shu kanalga kiring,uz,messages_cleaned_v2.csv,scam,xayrli kun. sizning maoshi kammi? men oyiga 5000$ topaman. qanday? shu kanalga kiring,uz,DANGEROUS,en,en,low
Shikoyat markazi: Sizning ustingizdan shikoyat tushdi. O'qish uchun botga kiring,uz,messages_cleaned_v2.csv,scam,shikoyat markazi: sizning ustingizdan shikoyat tushdi. o'qish uchun botga kiring,uz,DANGEROUS,en,en,low
Bankdan xabar: Bugun sizning kredit limitingiz 50 millionga oshirildi. Tasdiqlang:,uz,messages_cleaned_v2.csv,scam,bankdan xabar: bugun sizning kredit limitingiz 50 millionga oshirildi. tasdiqlang:,uz,DANGEROUS,en,en,low
"Olx.uz yordam xizmati: Tovaringizni sotib oldim, kurerni kutib olish uchun pulni tasdiqlang",uz,messages_cleaned_v2.csv,scam,"olx.uz yordam xizmati: tovaringizni sotib oldim, kurerni kutib olish uchun pulni tasdiqlang",uz,DANGEROUS,en,en,low
"Aziz ustozlar, ta'lim vazirligidan yangi buyruq. PDF faylni yuklab o'qib chiqing: virus.pdf",uz,messages_cleaned_v2.csv,scam,"aziz ustozlar, ta'lim vazirligidan yangi buyruq. pdf faylni yuklab o'qib chiqing: virus.pdf",uz,DANGEROUS,en,en,low
