text,source,label,clean_text
Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,sms,ham,your account has been refilled successfully by inr lt decimal gt your keralacircle prepaid account balance is rs lt decimal gt your transaction id is kr lt gt
Goodmorning sleeping ga.,sms,ham,goodmorning sleeping ga
U call me alter at 11 ok.,sms,ham,u call me alter at 11 ok
Ü say until like dat i dun buy ericsson oso cannot oredi lar...,sms,ham,ü say until like dat i dun buy ericsson oso cannot oredi lar
"Aight yo, dats straight dogg",sms,ham,aight yo dats straight dogg
You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,sms,ham,you please give us connection today itself before lt decimal gt or refund the bill
Both :) i shoot big loads so get ready!,sms,ham,both i shoot big loads so get ready
"What's up bruv, hope you had a great break. Do have a rewarding semester.",sms,ham,what s up bruv hope you had a great break do have a rewarding semester
Home so we can always chat,sms,ham,home so we can always chat
K:)k:)good:)study well.,sms,ham,k k good study well
Yup... How ü noe leh...,sms,ham,yup how ü noe leh
Sounds great! Are you home now?,sms,ham,sounds great are you home now
Finally the match heading towards draw as your prediction.,sms,ham,finally the match heading towards draw as your prediction
Tired. I haven't slept well the past few nights.,sms,ham,tired i haven t slept well the past few nights
Easy ah?sen got selected means its good..,sms,ham,easy ah sen got selected means its good
I have to take exam with march 3,sms,ham,i have to take exam with march 3
Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,sms,ham,yeah you should i think you can use your gt atm now to register not sure but if there s anyway i can help let me know but when you do be sure you are ready
Ok no prob. Take ur time.,sms,ham,ok no prob take ur time
There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,sms,ham,there is os called ubandu which will run without installing in hard disk you can use that os to copy the important files in system and give it to repair shop
U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,sms,ham,u say leh of course nothing happen lar not say v romantic jus a bit only lor i thk e nite scenery not so nice leh
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",sms,scam,500 new mobiles from 2004 must go txt nokia to no 89545 collect yours today from only 1 2optout 50gbp mtmsg18
Would really appreciate if you call me. Just need someone to talk to.,sms,ham,would really appreciate if you call me just need someone to talk to
"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",sms,scam,will u meet ur dream partner soon is ur career off 2 a flyng start 2 find out free txt horo followed by ur star sign e g horo aries
Hey company elama po mudyadhu.,sms,ham,hey company elama po mudyadhu
"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",sms,ham,life is more strict than teacher bcoz teacher teaches lesson amp then conducts exam but life first conducts exam amp then teaches lessons happy morning
Dear good morning now only i am up,sms,ham,dear good morning now only i am up
Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,sms,ham,get down in gandhipuram and walk to cross cut road right side lt gt street road and turn at first right
Dear we are going to our rubber place,sms,ham,dear we are going to our rubber place
"Sorry battery died, yeah I'm here",sms,ham,sorry battery died yeah i m here
Yes:)here tv is always available in work place..,sms,ham,yes here tv is always available in work place
Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,sms,scam,text meet someone sexy today u can find a date or even flirt its up to u join 4 just 10p reply with name age eg sam 25 18 msg recd thirtyeight pence
I have printed it oh. So  &lt;#&gt;  come upstairs,sms,ham,i have printed it oh so lt gt come upstairs
Or ill be a little closer like at the bus stop on the same street,sms,ham,or ill be a little closer like at the bus stop on the same street
Where are you?when wil you reach here?,sms,ham,where are you when wil you reach here
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",sms,ham,new theory argument wins d situation but loses the person so dont argue with ur friends just kick them amp say i m always correct
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,sms,scam,u have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on
Tomarrow final hearing on my laptop case so i cant.,sms,ham,tomarrow final hearing on my laptop case so i cant
PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,sms,ham,pleassssssseeeeee tel me v avent done sportsx
"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",sms,ham,okay no no just shining on that was meant to be signing but that sounds better
"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",sms,ham,although i told u dat i m into baig face watches now but i really like e watch u gave cos it s fr u thanx 4 everything dat u ve done today i m touched
U don't remember that old commercial?,sms,ham,u don t remember that old commercial
Too late. I said i have the website. I didn't i have or dont have the slippers,sms,ham,too late i said i have the website i didn t i have or dont have the slippers
I asked you to call him now ok,sms,ham,i asked you to call him now ok
Kallis wont bat in 2nd innings.,sms,ham,kallis wont bat in 2nd innings
It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,sms,ham,it didnt work again oh ok goodnight then i ll fix and have it ready by the time you wake up you are very dearly missed have a good night sleep
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,sms,scam,congratulations ur awarded 500 of cd vouchers or 125gift guaranteed free entry 2 100 wkly draw txt music to 87066 tncs
Ranjith cal drpd Deeraj and deepak 5min hold,sms,ham,ranjith cal drpd deeraj and deepak 5min hold
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",sms,ham,wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv kettoda manda have nice day da
What you doing?how are you?,sms,ham,what you doing how are you
"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",sms,ham,ups which is 3days also and the shipping company that takes 2wks the other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff
"I'm back, lemme know when you're ready",sms,ham,i m back lemme know when you re ready
Don't necessarily expect it to be done before you get back though because I'm just now headin out,sms,ham,don t necessarily expect it to be done before you get back though because i m just now headin out
Mmm so yummy babe ... Nice jolt to the suzy,sms,ham,mmm so yummy babe nice jolt to the suzy
Where are you lover ? I need you ...,sms,ham,where are you lover i need you
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,sms,scam,we tried to contact you re your reply to our offer of a video handset 750 anytime networks mins unlimited text camcorder reply or call now
I‘m parked next to a MINI!!!! When are you coming in today do you think?,sms,ham,i m parked next to a mini when are you coming in today do you think
Yup,sms,ham,yup
Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,sms,ham,anyway i m going shopping on my own now cos my sis not done yet dun disturb u liao
